method,metric,mean,ci95,n
action_critical_interactive_depth_v4,action_critical_rmse,0.059247867288814295,0.001147826962553527,10
action_critical_interactive_depth_v4,calibration_error,0.13616492985702872,0.0007410654255910698,10
action_critical_interactive_depth_v4,collision_boundary_f1,0.7626440999478818,0.00244822336361685,10
action_critical_interactive_depth_v4,collision_rate,0.23619791666666665,0.011209816029047604,10
action_critical_interactive_depth_v4,manipulation_failure_rate,0.03125,0.0034868096356390306,10
action_critical_interactive_depth_v4,mechanism_utility,0.6155962462641024,0.0033656509489665746,10
action_critical_interactive_depth_v4,occluded_region_rmse,0.07278790709262943,0.0013110108296937337,10
action_critical_interactive_depth_v4,planning_regret,0.5295336644402172,0.008842960455380341,10
action_critical_interactive_depth_v4,probe_cost,0.04466920071968435,0.0024626821528236737,10
action_critical_interactive_depth_v4,probe_damage,0.0890625,0.00988564046208838,10
action_critical_interactive_depth_v4,probe_informativeness,0.1983906558900333,0.010214380155680195,10
action_critical_interactive_depth_v4,robust_utility,-0.2518711057264147,0.031116656905216564,10
action_critical_interactive_depth_v4,task_success,0.4619791666666667,0.01361536391893591,10
action_critical_interactive_depth_v4,useful_probe_precision,0.24174953639496324,0.012609413340508432,10
active_view_selection,action_critical_rmse,0.036229357942487654,0.00019181119143117108,10
active_view_selection,calibration_error,0.12918747157197494,0.0003786687693818852,10
active_view_selection,collision_boundary_f1,0.8176669157694075,0.0006939101942587218,10
active_view_selection,collision_rate,0.1734375,0.011963074940709724,10
active_view_selection,manipulation_failure_rate,0.00026041666666666666,0.0005104166666666666,10
active_view_selection,mechanism_utility,0.5902813477646942,0.0005332856211507338,10
active_view_selection,occluded_region_rmse,0.04210141392781892,0.0001239441001637302,10
active_view_selection,planning_regret,0.3210210028893021,0.009848860036550406,10
active_view_selection,probe_cost,0.014194664662235934,0.00040402633273051673,10
active_view_selection,probe_damage,0.0015625,0.0015593486739780289,10
active_view_selection,probe_informativeness,0.03453136071282358,0.0008722272856235577,10
active_view_selection,robust_utility,0.36148446397031636,0.0345773423473683,10
