method,split,task,seed,episodes,action_critical_rmse,occluded_region_rmse,collision_boundary_f1,calibration_error,probe_informativeness,task_success,collision_rate,manipulation_failure_rate,probe_cost,probe_damage,planning_regret_to_oracle,probe_rate
active_view_selection,transparent_specular_shift,occluded_bin_grasping,2,72,0.046920,0.050122,0.825214,0.046329,0.000000,1.000000,0.000000,0.000000,0.005299,0.000000,0.244720,0.000000
active_view_selection,transparent_specular_shift,occluded_bin_grasping,3,72,0.046938,0.049406,0.802240,0.046726,0.000000,1.000000,0.000000,0.000000,0.005299,0.000000,0.250338,0.000000
active_view_selection,transparent_specular_shift,occluded_bin_grasping,4,72,0.047318,0.049728,0.813510,0.041071,0.000000,0.972222,0.000000,0.027778,0.005299,0.000000,0.253449,0.000000
active_view_selection,transparent_specular_shift,occluded_bin_grasping,5,72,0.042905,0.049912,0.786709,0.044643,0.000000,1.000000,0.000000,0.000000,0.005299,0.000000,0.230676,0.000000
active_view_selection,transparent_specular_shift,occluded_bin_grasping,6,72,0.042431,0.046773,0.825321,0.043056,0.000000,1.000000,0.000000,0.000000,0.005299,0.000000,0.218656,0.000000
active_view_selection,transparent_specular_shift,shelf_insertion_clearance,0,72,0.045208,0.053553,0.722987,0.045635,0.000000,0.958333,0.000000,0.041667,0.004140,0.000000,0.264603,0.000000
active_view_selection,transparent_specular_shift,shelf_insertion_clearance,1,72,0.046171,0.050852,0.754741,0.043750,0.000000,0.958333,0.000000,0.041667,0.004140,0.000000,0.262565,0.000000
active_view_selection,transparent_specular_shift,shelf_insertion_clearance,2,72,0.044007,0.052165,0.731492,0.048214,0.000000,0.972222,0.000000,0.027778,0.004140,0.000000,0.253788,0.000000
active_view_selection,transparent_specular_shift,shelf_insertion_clearance,3,72,0.049800,0.053841,0.733904,0.041567,0.000000,0.916667,0.000000,0.083333,0.004140,0.000000,0.294031,0.000000
active_view_selection,transparent_specular_shift,shelf_insertion_clearance,4,72,0.044556,0.053929,0.714756,0.045635,0.000000,1.000000,0.000000,0.000000,0.004140,0.000000,0.257382,0.000000
active_view_selection,transparent_specular_shift,shelf_insertion_clearance,5,72,0.048202,0.053636,0.729703,0.045238,0.000000,0.958333,0.013889,0.027778,0.004140,0.000000,0.279520,0.000000
active_view_selection,transparent_specular_shift,shelf_insertion_clearance,6,72,0.046885,0.053379,0.735478,0.050198,0.000000,0.972222,0.000000,0.027778,0.004140,0.000000,0.269526,0.000000
active_view_selection,transparent_specular_shift,transparent_container_lift,0,72,0.062220,0.064526,0.735117,0.050893,0.000000,0.902778,0.000000,0.097222,0.003809,0.000000,0.367544,0.000000
active_view_selection,transparent_specular_shift,transparent_container_lift,1,72,0.062255,0.067087,0.741839,0.043254,0.000000,0.902778,0.013889,0.083333,0.003809,0.000000,0.365298,0.000000
active_view_selection,transparent_specular_shift,transparent_container_lift,2,72,0.061487,0.066314,0.743845,0.043353,0.000000,0.944444,0.027778,0.027778,0.003809,0.000000,0.354112,0.000000
active_view_selection,transparent_specular_shift,transparent_container_lift,3,72,0.064879,0.067759,0.695988,0.052679,0.000000,0.875000,0.027778,0.097222,0.003809,0.000000,0.394299,0.000000
active_view_selection,transparent_specular_shift,transparent_container_lift,4,72,0.062220,0.065174,0.723725,0.049901,0.000000,0.888889,0.013889,0.097222,0.003809,0.000000,0.371248,0.000000
active_view_selection,transparent_specular_shift,transparent_container_lift,5,72,0.062297,0.064619,0.730638,0.047024,0.000000,0.916667,0.013889,0.069444,0.003809,0.000000,0.366428,0.000000
active_view_selection,transparent_specular_shift,transparent_container_lift,6,72,0.064289,0.067626,0.737520,0.047222,0.000000,0.902778,0.027778,0.069444,0.003809,0.000000,0.377298,0.000000
active_view_selection,transparent_specular_shift,leaf_occluded_fruit_grasp,0,72,0.043393,0.046293,0.795911,0.047123,0.000000,0.972222,0.000000,0.027778,0.006127,0.000000,0.235010,0.000000
active_view_selection,transparent_specular_shift,leaf_occluded_fruit_grasp,1,72,0.041926,0.045776,0.788253,0.047421,0.000000,0.944444,0.000000,0.055556,0.006127,0.000000,0.231948,0.000000
active_view_selection,transparent_specular_shift,leaf_occluded_fruit_grasp,2,72,0.046635,0.047242,0.797025,0.041369,0.000000,0.958333,0.013889,0.027778,0.006127,0.000000,0.254517,0.000000
active_view_selection,transparent_specular_shift,leaf_occluded_fruit_grasp,3,72,0.043759,0.046190,0.799131,0.046230,0.000000,0.958333,0.000000,0.041667,0.006127,0.000000,0.238162,0.000000
active_view_selection,transparent_specular_shift,leaf_occluded_fruit_grasp,4,72,0.044733,0.045952,0.827316,0.047222,0.000000,0.972222,0.000000,0.027778,0.006127,0.000000,0.235239,0.000000
active_view_selection,transparent_specular_shift,leaf_occluded_fruit_grasp,5,72,0.042341,0.046844,0.767918,0.037500,0.000000,0.986111,0.000000,0.013889,0.006127,0.000000,0.233816,0.000000
active_view_selection,transparent_specular_shift,leaf_occluded_fruit_grasp,6,72,0.047299,0.048528,0.799980,0.051488,0.000000,0.944444,0.013889,0.041667,0.006127,0.000000,0.259464,0.000000
active_view_selection,combined_interactive_stress,occluded_bin_grasping,0,72,0.037979,0.040127,0.791193,0.049901,0.000000,1.000000,0.000000,0.000000,0.006845,0.000000,0.201210,0.000000
active_view_selection,combined_interactive_stress,occluded_bin_grasping,1,72,0.037571,0.038526,0.815125,0.040179,0.000000,0.986111,0.000000,0.013889,0.006845,0.000000,0.194910,0.000000
active_view_selection,combined_interactive_stress,occluded_bin_grasping,2,72,0.038004,0.037957,0.820565,0.055357,0.000000,0.972222,0.000000,0.027778,0.006845,0.000000,0.197918,0.000000
active_view_selection,combined_interactive_stress,occluded_bin_grasping,3,72,0.039213,0.039104,0.792317,0.044742,0.000000,0.972222,0.000000,0.027778,0.006845,0.000000,0.211711,0.000000
active_view_selection,combined_interactive_stress,occluded_bin_grasping,4,72,0.037733,0.038905,0.794599,0.047917,0.000000,1.000000,0.000000,0.000000,0.006845,0.000000,0.198969,0.000000
active_view_selection,combined_interactive_stress,occluded_bin_grasping,5,72,0.038002,0.039273,0.796824,0.044444,0.000000,1.000000,0.000000,0.000000,0.006845,0.000000,0.199995,0.000000
active_view_selection,combined_interactive_stress,occluded_bin_grasping,6,72,0.035379,0.038716,0.812511,0.050099,0.000000,1.000000,0.000000,0.000000,0.006845,0.000000,0.181016,0.000000
active_view_selection,combined_interactive_stress,shelf_insertion_clearance,0,72,0.041166,0.043932,0.721802,0.041766,0.000000,0.930556,0.027778,0.041667,0.005686,0.000000,0.243573,0.000000
active_view_selection,combined_interactive_stress,shelf_insertion_clearance,1,72,0.043727,0.045536,0.714865,0.055952,0.000000,0.902778,0.000000,0.097222,0.005686,0.000000,0.265369,0.000000
active_view_selection,combined_interactive_stress,shelf_insertion_clearance,2,72,0.040361,0.044107,0.739624,0.038790,0.000000,0.930556,0.027778,0.041667,0.005686,0.000000,0.234628,0.000000
active_view_selection,combined_interactive_stress,shelf_insertion_clearance,3,72,0.041591,0.045277,0.730530,0.041171,0.000000,0.916667,0.013889,0.069444,0.005686,0.000000,0.246582,0.000000
active_view_selection,combined_interactive_stress,shelf_insertion_clearance,4,72,0.039880,0.044265,0.739048,0.043452,0.000000,0.930556,0.013889,0.055556,0.005686,0.000000,0.232808,0.000000
active_view_selection,combined_interactive_stress,shelf_insertion_clearance,5,72,0.041089,0.045571,0.720171,0.052183,0.000000,0.902778,0.027778,0.069444,0.005686,0.000000,0.247130,0.000000
active_view_selection,combined_interactive_stress,shelf_insertion_clearance,6,72,0.040747,0.045140,0.705859,0.035913,0.000000,0.902778,0.027778,0.069444,0.005686,0.000000,0.248581,0.000000
active_view_selection,combined_interactive_stress,transparent_container_lift,0,72,0.056484,0.061004,0.678190,0.053671,0.000000,0.430556,0.125000,0.444444,0.005354,0.000000,0.402010,0.000000
active_view_selection,combined_interactive_stress,transparent_container_lift,1,72,0.060831,0.061708,0.677179,0.049802,0.000000,0.472222,0.097222,0.430556,0.005354,0.000000,0.423720,0.000000
active_view_selection,combined_interactive_stress,transparent_container_lift,2,72,0.056709,0.061259,0.683401,0.048512,0.000000,0.444444,0.208333,0.347222,0.005354,0.000000,0.395261,0.000000
active_view_selection,combined_interactive_stress,transparent_container_lift,3,72,0.055875,0.058591,0.692441,0.047321,0.000000,0.375000,0.152778,0.472222,0.005354,0.000000,0.400615,0.000000
active_view_selection,combined_interactive_stress,transparent_container_lift,4,72,0.062814,0.061926,0.668139,0.049008,0.000000,0.347222,0.125000,0.527778,0.005354,0.000000,0.451973,0.000000
active_view_selection,combined_interactive_stress,transparent_container_lift,5,72,0.054466,0.058130,0.709441,0.048214,0.000000,0.583333,0.125000,0.291667,0.005354,0.000000,0.362944,0.000000
active_view_selection,combined_interactive_stress,transparent_container_lift,6,72,0.056143,0.058140,0.686847,0.046925,0.000000,0.513889,0.041667,0.444444,0.005354,0.000000,0.392123,0.000000
active_view_selection,combined_interactive_stress,leaf_occluded_fruit_grasp,0,72,0.038443,0.038519,0.776347,0.051091,0.000000,0.819444,0.041667,0.138889,0.007397,0.000000,0.228504,0.000000
active_view_selection,combined_interactive_stress,leaf_occluded_fruit_grasp,1,72,0.039636,0.038986,0.759936,0.043849,0.000000,0.777778,0.069444,0.152778,0.007397,0.000000,0.243112,0.000000
active_view_selection,combined_interactive_stress,leaf_occluded_fruit_grasp,2,72,0.034642,0.037007,0.786871,0.046131,0.000000,0.888889,0.041667,0.069444,0.007397,0.000000,0.194904,0.000000
active_view_selection,combined_interactive_stress,leaf_occluded_fruit_grasp,3,72,0.034640,0.037900,0.766406,0.038889,0.000000,0.875000,0.055556,0.069444,0.007397,0.000000,0.200777,0.000000
active_view_selection,combined_interactive_stress,leaf_occluded_fruit_grasp,4,72,0.035822,0.037402,0.773229,0.047222,0.000000,0.805556,0.041667,0.152778,0.007397,0.000000,0.215860,0.000000
active_view_selection,combined_interactive_stress,leaf_occluded_fruit_grasp,5,72,0.036839,0.036838,0.773691,0.050298,0.000000,0.777778,0.027778,0.194444,0.007397,0.000000,0.226090,0.000000
active_view_selection,combined_interactive_stress,leaf_occluded_fruit_grasp,6,72,0.038964,0.038847,0.771819,0.043849,0.000000,0.805556,0.041667,0.152778,0.007397,0.000000,0.234418,0.000000
visuotactile_probe,nominal_depth,occluded_bin_grasping,0,72,0.038103,0.051543,0.823931,0.044544,0.037937,0.986111,0.000000,0.013889,0.058893,0.041667,0.211294,1.000000
visuotactile_probe,nominal_depth,occluded_bin_grasping,1,72,0.037212,0.051254,0.807389,0.049702,0.037643,0.958333,0.013889,0.027778,0.060478,0.055556,0.216117,1.000000
visuotactile_probe,nominal_depth,occluded_bin_grasping,2,72,0.038966,0.052517,0.826666,0.052976,0.037543,0.930556,0.013889,0.055556,0.056252,0.069444,0.227826,1.000000
visuotactile_probe,nominal_depth,occluded_bin_grasping,3,72,0.037957,0.050688,0.818186,0.045238,0.036993,0.972222,0.000000,0.027778,0.060742,0.041667,0.213853,1.000000
visuotactile_probe,nominal_depth,occluded_bin_grasping,4,72,0.038616,0.052387,0.790384,0.045833,0.037754,0.986111,0.013889,0.000000,0.060214,0.027778,0.218592,1.000000
visuotactile_probe,nominal_depth,occluded_bin_grasping,5,72,0.040364,0.053680,0.821074,0.043552,0.037228,0.902778,0.013889,0.083333,0.062063,0.111111,0.250753,1.000000
visuotactile_probe,nominal_depth,occluded_bin_grasping,6,72,0.035976,0.050195,0.815036,0.045238,0.037251,0.958333,0.000000,0.041667,0.060742,0.041667,0.204922,1.000000
visuotactile_probe,nominal_depth,shelf_insertion_clearance,0,72,0.033541,0.049982,0.778817,0.051687,0.032114,0.958333,0.000000,0.041667,0.063926,0.041667,0.199874,1.000000
visuotactile_probe,nominal_depth,shelf_insertion_clearance,1,72,0.033955,0.048196,0.790007,0.045437,0.032836,0.944444,0.000000,0.055556,0.066294,0.055556,0.204735,1.000000
visuotactile_probe,nominal_depth,shelf_insertion_clearance,2,72,0.033849,0.049476,0.779486,0.044345,0.032301,0.958333,0.000000,0.041667,0.061855,0.055556,0.204309,1.000000
visuotactile_probe,nominal_depth,shelf_insertion_clearance,3,72,0.035577,0.049068,0.757194,0.047222,0.031882,0.986111,0.000000,0.013889,0.063926,0.013889,0.207151,1.000000
visuotactile_probe,nominal_depth,shelf_insertion_clearance,4,72,0.033662,0.049051,0.783106,0.044841,0.032283,0.888889,0.027778,0.083333,0.062447,0.111111,0.222011,1.000000
visuotactile_probe,nominal_depth,shelf_insertion_clearance,5,72,0.033675,0.050501,0.748192,0.044444,0.032343,0.944444,0.000000,0.055556,0.063335,0.069444,0.215850,1.000000
visuotactile_probe,nominal_depth,shelf_insertion_clearance,6,72,0.032598,0.050713,0.780640,0.052976,0.031246,0.875000,0.000000,0.125000,0.066590,0.125000,0.223453,1.000000
visuotactile_probe,nominal_depth,transparent_container_lift,0,72,0.048031,0.061148,0.762910,0.042460,0.034190,0.902778,0.000000,0.097222,0.065317,0.097222,0.307347,1.000000
visuotactile_probe,nominal_depth,transparent_container_lift,1,72,0.048227,0.059324,0.763459,0.057540,0.034104,0.944444,0.013889,0.041667,0.066898,0.055556,0.293122,1.000000
visuotactile_probe,nominal_depth,transparent_container_lift,2,72,0.054032,0.063414,0.760541,0.044345,0.034548,0.930556,0.000000,0.069444,0.066371,0.069444,0.333124,1.000000
visuotactile_probe,nominal_depth,transparent_container_lift,3,72,0.054207,0.064767,0.741918,0.045635,0.034559,0.888889,0.000000,0.111111,0.062947,0.111111,0.352786,1.000000
visuotactile_probe,nominal_depth,transparent_container_lift,4,72,0.047185,0.060462,0.770755,0.047421,0.034215,0.875000,0.027778,0.097222,0.062420,0.125000,0.308267,1.000000
visuotactile_probe,nominal_depth,transparent_container_lift,5,72,0.052601,0.064082,0.723208,0.044940,0.034630,0.888889,0.013889,0.097222,0.062420,0.111111,0.347063,1.000000
visuotactile_probe,nominal_depth,transparent_container_lift,6,72,0.054637,0.062824,0.774503,0.049306,0.034554,0.888889,0.013889,0.097222,0.066634,0.111111,0.347064,1.000000
visuotactile_probe,nominal_depth,leaf_occluded_fruit_grasp,0,72,0.046973,0.056076,0.775320,0.050595,0.041907,0.847222,0.000000,0.152778,0.067400,0.152778,0.317927,1.000000
visuotactile_probe,nominal_depth,leaf_occluded_fruit_grasp,1,72,0.042136,0.055475,0.765760,0.047123,0.042057,0.805556,0.013889,0.180556,0.070569,0.194444,0.306295,1.000000
visuotactile_probe,nominal_depth,leaf_occluded_fruit_grasp,2,72,0.044754,0.058186,0.760809,0.038988,0.042006,0.902778,0.027778,0.069444,0.068265,0.097222,0.287532,1.000000
visuotactile_probe,nominal_depth,leaf_occluded_fruit_grasp,3,72,0.045561,0.056569,0.761330,0.052877,0.042267,0.861111,0.000000,0.138889,0.067688,0.138889,0.308267,1.000000
visuotactile_probe,nominal_depth,leaf_occluded_fruit_grasp,4,72,0.042449,0.056076,0.769847,0.041667,0.042314,0.902778,0.013889,0.083333,0.072585,0.097222,0.273348,1.000000
visuotactile_probe,nominal_depth,leaf_occluded_fruit_grasp,5,72,0.045704,0.057098,0.752602,0.045536,0.042064,0.777778,0.027778,0.194444,0.071145,0.222222,0.339104,1.000000
visuotactile_probe,nominal_depth,leaf_occluded_fruit_grasp,6,72,0.047192,0.057277,0.773617,0.045536,0.042201,0.777778,0.027778,0.194444,0.069705,0.222222,0.342519,1.000000
visuotactile_probe,missing_depth_shift,occluded_bin_grasping,0,72,0.052886,0.063373,0.748741,0.043948,0.040162,0.958333,0.000000,0.041667,0.063649,0.041667,0.319260,1.000000
visuotactile_probe,missing_depth_shift,occluded_bin_grasping,1,72,0.050149,0.064324,0.771280,0.045238,0.039942,0.902778,0.013889,0.083333,0.064992,0.097222,0.316750,1.000000
visuotactile_probe,missing_depth_shift,occluded_bin_grasping,2,72,0.049637,0.062811,0.737204,0.049603,0.039664,0.930556,0.000000,0.069444,0.066066,0.069444,0.313196,1.000000
visuotactile_probe,missing_depth_shift,occluded_bin_grasping,3,72,0.048858,0.063416,0.742738,0.042163,0.039703,0.944444,0.013889,0.041667,0.064723,0.055556,0.301497,1.000000
visuotactile_probe,missing_depth_shift,occluded_bin_grasping,4,72,0.049550,0.064329,0.744269,0.037599,0.039683,0.902778,0.000000,0.097222,0.066334,0.097222,0.320751,1.000000
visuotactile_probe,missing_depth_shift,occluded_bin_grasping,5,72,0.051608,0.062291,0.759077,0.054167,0.039885,0.944444,0.013889,0.041667,0.067677,0.055556,0.313878,1.000000
visuotactile_probe,missing_depth_shift,occluded_bin_grasping,6,72,0.051356,0.064964,0.740752,0.046429,0.039434,0.861111,0.013889,0.125000,0.062574,0.138889,0.345369,1.000000
visuotactile_probe,missing_depth_shift,shelf_insertion_clearance,0,72,0.049708,0.061721,0.713558,0.043353,0.035585,0.902778,0.027778,0.069444,0.074805,0.097222,0.328393,1.000000
visuotactile_probe,missing_depth_shift,shelf_insertion_clearance,1,72,0.047987,0.059436,0.664653,0.048016,0.035331,0.930556,0.000000,0.069444,0.072702,0.069444,0.321836,1.000000
visuotactile_probe,missing_depth_shift,shelf_insertion_clearance,2,72,0.048502,0.060091,0.645367,0.046825,0.035737,0.916667,0.027778,0.055556,0.072101,0.083333,0.332574,1.000000
visuotactile_probe,missing_depth_shift,shelf_insertion_clearance,3,72,0.047074,0.058988,0.682036,0.047718,0.036170,0.986111,0.000000,0.013889,0.072702,0.013889,0.292928,1.000000
visuotactile_probe,missing_depth_shift,shelf_insertion_clearance,4,72,0.047653,0.058289,0.670776,0.053373,0.035961,0.930556,0.027778,0.041667,0.076908,0.069444,0.317269,1.000000
visuotactile_probe,missing_depth_shift,shelf_insertion_clearance,5,72,0.046722,0.059879,0.681691,0.046528,0.035737,0.930556,0.027778,0.041667,0.072101,0.069444,0.308675,1.000000
visuotactile_probe,missing_depth_shift,shelf_insertion_clearance,6,72,0.045092,0.058877,0.687244,0.040079,0.035374,0.916667,0.027778,0.055556,0.070899,0.069444,0.299550,1.000000
visuotactile_probe,missing_depth_shift,transparent_container_lift,0,72,0.061509,0.075464,0.662700,0.046131,0.033866,0.902778,0.000000,0.097222,0.069103,0.055556,0.400859,1.000000
visuotactile_probe,missing_depth_shift,transparent_container_lift,1,72,0.062290,0.073848,0.692735,0.048710,0.033848,0.902778,0.027778,0.069444,0.068835,0.083333,0.402592,1.000000
visuotactile_probe,missing_depth_shift,transparent_container_lift,2,72,0.066006,0.074420,0.686431,0.045337,0.033658,0.888889,0.013889,0.097222,0.065085,0.069444,0.424792,1.000000
visuotactile_probe,missing_depth_shift,transparent_container_lift,3,72,0.060886,0.072442,0.669856,0.051488,0.033777,0.888889,0.000000,0.111111,0.068299,0.083333,0.403349,1.000000
visuotactile_probe,missing_depth_shift,transparent_container_lift,4,72,0.062651,0.072290,0.689145,0.049504,0.033668,0.902778,0.013889,0.083333,0.067228,0.069444,0.403130,1.000000
visuotactile_probe,missing_depth_shift,transparent_container_lift,5,72,0.060016,0.072848,0.676565,0.046329,0.033571,0.930556,0.013889,0.055556,0.065353,0.069444,0.387032,1.000000
visuotactile_probe,missing_depth_shift,transparent_container_lift,6,72,0.058008,0.074113,0.700325,0.046528,0.033684,0.833333,0.013889,0.152778,0.066156,0.138889,0.397697,1.000000
visuotactile_probe,missing_depth_shift,leaf_occluded_fruit_grasp,0,72,0.055499,0.065916,0.671504,0.047718,0.043577,0.791667,0.013889,0.194444,0.071663,0.138889,0.396141,1.000000
visuotactile_probe,missing_depth_shift,leaf_occluded_fruit_grasp,1,72,0.054449,0.067684,0.717928,0.055754,0.043242,0.763889,0.027778,0.208333,0.076927,0.152778,0.385370,1.000000
visuotactile_probe,missing_depth_shift,leaf_occluded_fruit_grasp,2,72,0.053120,0.068107,0.682016,0.049802,0.043088,0.833333,0.083333,0.083333,0.078682,0.138889,0.371075,1.000000
visuotactile_probe,missing_depth_shift,leaf_occluded_fruit_grasp,3,72,0.056229,0.067474,0.696924,0.045734,0.043572,0.708333,0.111111,0.180556,0.074880,0.208333,0.414937,1.000000
visuotactile_probe,missing_depth_shift,leaf_occluded_fruit_grasp,4,72,0.055415,0.066945,0.681898,0.044940,0.043100,0.805556,0.027778,0.166667,0.078097,0.152778,0.394345,1.000000
visuotactile_probe,missing_depth_shift,leaf_occluded_fruit_grasp,5,72,0.056908,0.066861,0.705953,0.041667,0.043804,0.833333,0.027778,0.138889,0.070785,0.097222,0.380522,1.000000
visuotactile_probe,missing_depth_shift,leaf_occluded_fruit_grasp,6,72,0.057006,0.069982,0.697248,0.045139,0.043059,0.819444,0.041667,0.138889,0.076050,0.125000,0.390896,1.000000
visuotactile_probe,occlusion_shift,occluded_bin_grasping,0,72,0.047495,0.057211,0.757010,0.044643,0.038018,0.944444,0.000000,0.055556,0.072351,0.055556,0.291917,1.000000
visuotactile_probe,occlusion_shift,occluded_bin_grasping,1,72,0.049400,0.054208,0.755956,0.047321,0.037440,0.958333,0.013889,0.027778,0.067164,0.041667,0.296901,1.000000
visuotactile_probe,occlusion_shift,occluded_bin_grasping,2,72,0.045584,0.056016,0.766199,0.048611,0.037601,0.888889,0.000000,0.111111,0.070167,0.111111,0.297809,1.000000
visuotactile_probe,occlusion_shift,occluded_bin_grasping,3,72,0.046074,0.055459,0.759092,0.048710,0.037829,0.944444,0.000000,0.055556,0.066618,0.055556,0.282487,1.000000
visuotactile_probe,occlusion_shift,occluded_bin_grasping,4,72,0.048157,0.056402,0.744057,0.046131,0.037406,0.930556,0.027778,0.041667,0.069075,0.069444,0.301667,1.000000
visuotactile_probe,occlusion_shift,occluded_bin_grasping,5,72,0.046655,0.055210,0.761671,0.038790,0.038181,0.944444,0.013889,0.041667,0.067437,0.055556,0.284499,1.000000
visuotactile_probe,occlusion_shift,occluded_bin_grasping,6,72,0.046411,0.055731,0.756767,0.044345,0.037848,0.986111,0.000000,0.013889,0.067710,0.013889,0.270546,1.000000
visuotactile_probe,occlusion_shift,shelf_insertion_clearance,0,72,0.042016,0.050805,0.687204,0.046528,0.033191,0.944444,0.013889,0.041667,0.075001,0.041667,0.273321,1.000000
visuotactile_probe,occlusion_shift,shelf_insertion_clearance,1,72,0.046206,0.052107,0.701114,0.045833,0.033042,0.916667,0.000000,0.083333,0.074697,0.083333,0.307860,1.000000
visuotactile_probe,occlusion_shift,shelf_insertion_clearance,2,72,0.041852,0.052142,0.684565,0.045933,0.033371,0.930556,0.013889,0.055556,0.073477,0.069444,0.280733,1.000000
visuotactile_probe,occlusion_shift,shelf_insertion_clearance,3,72,0.044868,0.054243,0.673801,0.044048,0.033702,0.888889,0.055556,0.055556,0.071038,0.069444,0.303434,1.000000
visuotactile_probe,occlusion_shift,shelf_insertion_clearance,4,72,0.041457,0.052451,0.689147,0.039782,0.033066,0.930556,0.013889,0.055556,0.075916,0.069444,0.277637,1.000000
visuotactile_probe,occlusion_shift,shelf_insertion_clearance,5,72,0.040793,0.050878,0.709376,0.048512,0.033663,0.958333,0.013889,0.027778,0.074392,0.041667,0.259025,1.000000
visuotactile_probe,occlusion_shift,shelf_insertion_clearance,6,72,0.040424,0.050067,0.683742,0.041766,0.033062,0.972222,0.000000,0.027778,0.075611,0.027778,0.259154,1.000000
visuotactile_probe,occlusion_shift,transparent_container_lift,0,72,0.055041,0.065604,0.708397,0.047619,0.032964,0.875000,0.013889,0.111111,0.070799,0.069444,0.358415,1.000000
visuotactile_probe,occlusion_shift,transparent_container_lift,1,72,0.056949,0.067534,0.702757,0.043452,0.032905,0.902778,0.013889,0.083333,0.067804,0.069444,0.366862,1.000000
visuotactile_probe,occlusion_shift,transparent_container_lift,2,72,0.053716,0.063946,0.706284,0.045536,0.032820,0.930556,0.013889,0.055556,0.068076,0.055556,0.340632,1.000000
visuotactile_probe,occlusion_shift,transparent_container_lift,3,72,0.061578,0.067915,0.725709,0.046726,0.033308,0.888889,0.013889,0.097222,0.070254,0.041667,0.384190,1.000000
visuotactile_probe,occlusion_shift,transparent_container_lift,4,72,0.056773,0.066928,0.712131,0.044246,0.033158,0.833333,0.041667,0.125000,0.066987,0.125000,0.383078,1.000000
visuotactile_probe,occlusion_shift,transparent_container_lift,5,72,0.060039,0.067847,0.730350,0.041766,0.032536,0.902778,0.027778,0.069444,0.068621,0.069444,0.377425,1.000000
visuotactile_probe,occlusion_shift,transparent_container_lift,6,72,0.055354,0.065469,0.679596,0.051587,0.033100,0.805556,0.069444,0.125000,0.070799,0.138889,0.388112,1.000000
visuotactile_probe,occlusion_shift,leaf_occluded_fruit_grasp,0,72,0.051466,0.059048,0.689455,0.048512,0.041382,0.819444,0.027778,0.152778,0.076320,0.152778,0.367606,1.000000
visuotactile_probe,occlusion_shift,leaf_occluded_fruit_grasp,1,72,0.053755,0.058992,0.713199,0.048016,0.041897,0.777778,0.055556,0.166667,0.073053,0.166667,0.381600,1.000000
visuotactile_probe,occlusion_shift,leaf_occluded_fruit_grasp,2,72,0.046555,0.056534,0.743290,0.047024,0.041600,0.819444,0.000000,0.180556,0.077508,0.180556,0.334123,1.000000
visuotactile_probe,occlusion_shift,leaf_occluded_fruit_grasp,3,72,0.051893,0.061178,0.696926,0.047520,0.042082,0.791667,0.097222,0.111111,0.075429,0.152778,0.367632,1.000000
visuotactile_probe,occlusion_shift,leaf_occluded_fruit_grasp,4,72,0.050216,0.061627,0.704089,0.039980,0.041398,0.805556,0.041667,0.152778,0.079289,0.166667,0.361233,1.000000
visuotactile_probe,occlusion_shift,leaf_occluded_fruit_grasp,5,72,0.050873,0.060241,0.710812,0.044940,0.041831,0.736111,0.069444,0.194444,0.078102,0.208333,0.379812,1.000000
visuotactile_probe,occlusion_shift,leaf_occluded_fruit_grasp,6,72,0.049386,0.059275,0.698393,0.044147,0.041717,0.833333,0.027778,0.138889,0.075132,0.138889,0.348396,1.000000
visuotactile_probe,transparent_specular_shift,occluded_bin_grasping,0,72,0.055861,0.065631,0.734065,0.044345,0.034709,0.888889,0.027778,0.083333,0.064723,0.111111,0.362806,1.000000
visuotactile_probe,transparent_specular_shift,occluded_bin_grasping,1,72,0.052302,0.065151,0.756312,0.047718,0.034381,0.930556,0.013889,0.055556,0.068483,0.069444,0.323530,1.000000
visuotactile_probe,transparent_specular_shift,occluded_bin_grasping,2,72,0.050879,0.064357,0.757984,0.042659,0.034581,0.930556,0.013889,0.055556,0.067140,0.069444,0.314710,1.000000
visuotactile_probe,transparent_specular_shift,occluded_bin_grasping,3,72,0.054858,0.062865,0.750892,0.051984,0.035190,0.916667,0.013889,0.069444,0.064186,0.083333,0.343999,1.000000
visuotactile_probe,transparent_specular_shift,occluded_bin_grasping,4,72,0.054326,0.063777,0.753407,0.044048,0.034579,0.902778,0.027778,0.069444,0.065529,0.083333,0.341445,1.000000
visuotactile_probe,transparent_specular_shift,occluded_bin_grasping,5,72,0.050914,0.064339,0.761867,0.047222,0.034982,0.916667,0.027778,0.055556,0.070094,0.083333,0.318363,1.000000
visuotactile_probe,transparent_specular_shift,occluded_bin_grasping,6,72,0.053513,0.062524,0.752798,0.046329,0.034993,0.902778,0.013889,0.083333,0.067946,0.097222,0.341051,1.000000
visuotactile_probe,transparent_specular_shift,shelf_insertion_clearance,0,72,0.049743,0.060902,0.656523,0.046627,0.030525,0.916667,0.027778,0.055556,0.074805,0.069444,0.334366,1.000000
visuotactile_probe,transparent_specular_shift,shelf_insertion_clearance,1,72,0.047132,0.059153,0.681998,0.047123,0.029955,0.972222,0.000000,0.027778,0.073603,0.013889,0.295183,1.000000
visuotactile_probe,transparent_specular_shift,shelf_insertion_clearance,2,72,0.050339,0.061100,0.681121,0.041270,0.030806,0.888889,0.000000,0.111111,0.074204,0.097222,0.343234,1.000000
visuotactile_probe,transparent_specular_shift,shelf_insertion_clearance,3,72,0.049992,0.059012,0.659163,0.048115,0.030251,0.833333,0.027778,0.138889,0.074204,0.138889,0.361215,1.000000
