seed,method,task_success,action_critical_rmse,occluded_region_rmse,collision_boundary_f1,calibration_error,probe_informativeness,useful_probe_precision,collision_rate,manipulation_failure_rate,probe_cost,probe_damage,planning_regret,robust_utility,mechanism_utility
0,action_critical_interactive_depth_v4,0.4947916666666667,0.05890965294970929,0.07224889306986063,0.7638184521080545,0.13576313815606486,0.20136850165627215,0.24488139853324578,0.22135416666666666,0.03125,0.045158300525221705,0.09375,0.5103981690786114,-0.1946226440283232,0.6161497245120414
0,active_view_selection,0.765625,0.036066007774638996,0.04205116005810544,0.8161965482567393,0.12900391060137703,0.03375964637453444,0.02401487695911308,0.15885416666666666,0.0,0.014169949165914408,0.0026041666666666665,0.31944794330370385,0.3771045694686561,0.589774267315104
0,diffusion_depth_policy,0.4557291666666667,0.07619670763832535,0.0923980533276146,0.7052929663483365,0.1922979717904765,0.012051271233626872,0.009898102337646614,0.22395833333333334,0.044270833333333336,0.010623753558076413,0.0,0.5313858657885312,-0.15656917980762503,0.5317034698382933
0,ensemble_depth_completion,0.3359375,0.082161274191438,0.09807047655427513,0.7028394256555773,0.1515604430522688,0.011320210551284729,0.009064192624342745,0.2604166666666667,0.0625,0.0009061179635006565,0.0026041666666666665,0.6112753746598529,-0.37527255711523905,0.5335051712103225
0,foundation_depth_prior,0.1328125,0.08646274567616524,0.10213219155522378,0.6609029623053525,0.20993658645239024,0.011500526241003284,0.01052156647026591,0.3333333333333333,0.09375,0.00378265757006319,0.0026041666666666665,0.7356065550638878,-0.755430140682901,0.514180014387459
0,gaussian_splat_uncertainty,0.2421875,0.08805922145941587,0.1083193274462344,0.7084198416624022,0.14036801051623182,0.011983872722824225,0.009459292196666224,0.24739583333333334,0.125,0.001819405287877938,0.0078125,0.6613772546695126,-0.5202504802378248,0.5328468595321294
0,learned_depth_completion,0.026041666666666668,0.09638543019216757,0.11440021213647888,0.6266168785887395,0.22656392286552104,0.00932664835170745,0.010067937430197337,0.3046875,0.14322916666666666,0.000917143764165621,0.0,0.803679649353405,-0.8917288555628273,0.4997303372139214
0,next_best_view_planner,0.7421875,0.03965741448418252,0.047804606134151606,0.8152529170194299,0.13498419946513052,0.02906711637856012,0.021198104827525977,0.14322916666666666,0.0,0.012412234551603054,0.0026041666666666665,0.33309816231112527,0.36384061523749317,0.5864580268026403
0,oracle_depth_completion,0.9947916666666666,0.019309418354115804,0.025820174731689554,0.9040022603932084,0.07010807492696884,0.0744769039121836,0.08520524767570174,0.09375,0.0,0.016648984211199865,0.0,0.14078511273735178,0.7933657827692526,0.6467698680836492
0,raw_depth_policy,0.0,0.12989669884975705,0.15555340763372305,0.5088739681242019,0.28973484164541113,0.011299771103047805,0.010382612207928021,0.4166666666666667,0.3359375,0.001360558881200911,0.005208333333333333,0.9032229041218116,-1.2057235462637128,0.4468790966552341
0,risk_aware_action_critical_depth_probe_v5,0.640625,0.055465910692956505,0.06725437922766357,0.7833920732638759,0.11949191401595104,0.20298262961077704,0.25638557600554507,0.203125,0.013020833333333334,0.0374441532590392,0.09114583333333333,0.4245485468832475,0.03947820602728496,0.6291624426531314
0,robust_clearance_mpc,0.6927083333333334,0.08858658416214814,0.11235959692618347,0.7335637027976531,0.15576353941956636,0.011435377766304962,0.010293317217045994,0.08854166666666667,0.059895833333333336,0.0013746889779535476,0.0,0.38702376635444113,0.3216582997152908,0.5400328208536563
0,uncertainty_guided_probe,0.3802083333333333,0.05967941377187116,0.07274615876105213,0.7579883260634421,0.13773083334691458,0.14646380938518563,0.12363808588596621,0.2526041666666667,0.033854166666666664,0.06857243834902972,0.140625,0.5909053584666133,-0.4483303071552649,0.5645109689904588
0,visuotactile_probe,0.4166666666666667,0.06457025991250129,0.07825416163890925,0.7431780128931512,0.15597965456311108,0.1581572424345913,0.16161908135303224,0.2630208333333333,0.033854166666666664,0.05224327936899584,0.06510416666666667,0.566487891937923,-0.3330280641617307,0.5861346947085164
1,action_critical_interactive_depth_v4,0.4895833333333333,0.05960239435356645,0.07376667034292235,0.7611190236021236,0.13617852424393137,0.19041923802622115,0.2310056578811689,0.2265625,0.020833333333333332,0.04276035650805272,0.078125,0.5126301715149174,-0.1869181834789754,0.6141057301066103
1,active_view_selection,0.7760416666666666,0.036007794344013765,0.04210759192767174,0.8200786119861848,0.12815438243935576,0.0365850390147007,0.023586137569225698,0.16927083333333334,0.0,0.014162124426219226,0.0,0.3156759773195133,0.38027949511327175,0.5919002278608576
1,diffusion_depth_policy,0.4010416666666667,0.07620106002758897,0.09222890319532928,0.7073270720689598,0.19269266461031545,0.011450399718056952,0.009220902768398853,0.2786458333333333,0.041666666666666664,0.010644269658357894,0.0,0.5688824731063229,-0.29615299746276286,0.531983490326393
1,ensemble_depth_completion,0.3385416666666667,0.08219004714834267,0.09821064397724583,0.7034559759819424,0.1536198853004345,0.011427821557571398,0.011684998331695418,0.28125,0.07552083333333333,0.0013681103547993109,0.005208333333333333,0.6123212072345766,-0.4060965304202612,0.5334078869206135
1,foundation_depth_prior,0.13020833333333334,0.08709020265115758,0.10196793550296084,0.6609806253549532,0.2093371219725421,0.011930937557846544,0.009581891769458076,0.3177083333333333,0.109375,0.003782111717232979,0.0,0.7327927135894573,-0.7434249348780121,0.5144584142184717
1,gaussian_splat_uncertainty,0.28125,0.08773966427331,0.10876424030700822,0.7093239475660348,0.1402281145599581,0.01099202366473817,0.009458699935744047,0.2578125,0.08333333333333333,0.001835049317678578,0.0078125,0.6461976745940224,-0.4637617519890118,0.5330741013200294
1,learned_depth_completion,0.044270833333333336,0.09647401332237958,0.11410057777376115,0.6265600977835786,0.2271630178525689,0.010622038588679628,0.009932421498031375,0.328125,0.14583333333333334,0.0022797709533664283,0.005208333333333333,0.8001378544820813,-0.9048163660745029,0.4984344627495246
1,next_best_view_planner,0.7083333333333334,0.03937500506699415,0.0479310751428495,0.814375480740671,0.13522120000746365,0.02984132628358288,0.02345850707911649,0.203125,0.0,0.01273205083816871,0.0,0.36579310982675106,0.2431096759222436,0.5874388683098557
1,oracle_depth_completion,0.9973958333333334,0.019389335742895752,0.026073917412026765,0.9027350501166064,0.06876689881057939,0.0846894868950774,0.09749919053771454,0.1015625,0.0,0.017963576712623264,0.010416666666666666,0.14379489705409074,0.7750366296756669,0.6483554774501147
