comparison,metric,mean,ci95,lower95,upper95,better_seeds,n
risk_aware_action_critical_depth_probe_v5_minus_action_critical_interactive_depth_v4,action_critical_rmse,-0.002834970670444073,0.0011300985443773667,-0.00396506921482144,-0.0017048721260667064,1,10
risk_aware_action_critical_depth_probe_v5_minus_action_critical_interactive_depth_v4,calibration_error,-0.01557603815371863,0.0009144331987785886,-0.01649047135249722,-0.014661604954940042,0,10
risk_aware_action_critical_depth_probe_v5_minus_action_critical_interactive_depth_v4,collision_boundary_f1,0.01826269921718745,0.002501193659043653,0.015761505558143797,0.0207638928762311,10,10
risk_aware_action_critical_depth_probe_v5_minus_action_critical_interactive_depth_v4,collision_rate,-0.03072916666666666,0.01819452263554021,-0.04892368930220687,-0.012534644031126453,0,10
risk_aware_action_critical_depth_probe_v5_minus_action_critical_interactive_depth_v4,manipulation_failure_rate,-0.01796875,0.003178456746254169,-0.021147206746254168,-0.01479029325374583,0,10
risk_aware_action_critical_depth_probe_v5_minus_action_critical_interactive_depth_v4,mechanism_utility,0.009552420338678657,0.005031334528069027,0.00452108581060963,0.014583754866747685,9,10
risk_aware_action_critical_depth_probe_v5_minus_action_critical_interactive_depth_v4,occluded_region_rmse,-0.004003042233777639,0.0013693438956309074,-0.005372386129408546,-0.0026336983381467314,1,10
risk_aware_action_critical_depth_probe_v5_minus_action_critical_interactive_depth_v4,planning_regret,-0.09084370467003393,0.012903141234463004,-0.10374684590449693,-0.07794056343557093,0,10
risk_aware_action_critical_depth_probe_v5_minus_action_critical_interactive_depth_v4,probe_cost,-0.009974518855427352,0.0027987161894689728,-0.012773235044896325,-0.007175802665958379,0,10
risk_aware_action_critical_depth_probe_v5_minus_action_critical_interactive_depth_v4,probe_damage,-0.012239583333333331,0.010266299544940748,-0.02250588287827408,-0.001973283788392583,2,10
risk_aware_action_critical_depth_probe_v5_minus_action_critical_interactive_depth_v4,probe_informativeness,-0.010014648721361069,0.012522895831635874,-0.022537544552996943,0.002508247110274805,4,10
risk_aware_action_critical_depth_probe_v5_minus_action_critical_interactive_depth_v4,robust_utility,0.2622123723938168,0.04750877795069412,0.21470359444312265,0.3097211503445109,10,10
risk_aware_action_critical_depth_probe_v5_minus_action_critical_interactive_depth_v4,task_success,0.146875,0.017944612411064584,0.12893038758893544,0.16481961241106458,10,10
risk_aware_action_critical_depth_probe_v5_minus_action_critical_interactive_depth_v4,useful_probe_precision,-0.0040105257593561535,0.01625151554137325,-0.0202620413007294,0.012240989782017096,4,10
risk_aware_action_critical_depth_probe_v5_minus_active_view_selection,action_critical_rmse,0.020183538675882556,0.0007602509465275048,0.01942328772935505,0.020943789622410062,10,10
risk_aware_action_critical_depth_probe_v5_minus_active_view_selection,calibration_error,-0.00859857986866484,0.0007411353450928189,-0.00933971521375766,-0.00785744452357202,0,10
risk_aware_action_critical_depth_probe_v5_minus_active_view_selection,collision_boundary_f1,-0.036760116604338255,0.0017817597452378198,-0.03854187634957607,-0.03497835685910044,0,10
risk_aware_action_critical_depth_probe_v5_minus_active_view_selection,collision_rate,0.032031250000000004,0.01656649621309676,0.015464753786903245,0.04859774621309676,8,10
risk_aware_action_critical_depth_probe_v5_minus_active_view_selection,manipulation_failure_rate,0.013020833333333332,0.002743407150462701,0.010277426182870631,0.015764240483796033,10,10
risk_aware_action_critical_depth_probe_v5_minus_active_view_selection,mechanism_utility,0.03486731883808686,0.004609803922503382,0.030257514915583476,0.03947712276059024,10,10
risk_aware_action_critical_depth_probe_v5_minus_active_view_selection,occluded_region_rmse,0.02668345093103287,0.001046903082835785,0.025636547848197085,0.027730354013868655,10,10
risk_aware_action_critical_depth_probe_v5_minus_active_view_selection,planning_regret,0.11766895688088123,0.015259726398204474,0.10240923048267676,0.13292868327908572,10,10
risk_aware_action_critical_depth_probe_v5_minus_active_view_selection,probe_cost,0.020500017202021076,0.002087805982759984,0.018412211219261093,0.02258782318478106,10,10
risk_aware_action_critical_depth_probe_v5_minus_active_view_selection,probe_damage,0.07526041666666666,0.009517138156616705,0.06574327851004996,0.08477755482328336,10,10
risk_aware_action_critical_depth_probe_v5_minus_active_view_selection,probe_informativeness,0.15384464645584867,0.01057566821366526,0.1432689782421834,0.16442031466951393,10,10
risk_aware_action_critical_depth_probe_v5_minus_active_view_selection,robust_utility,-0.3511431973029143,0.04977917785212649,-0.4009223751550408,-0.30136401945078783,0,10
risk_aware_action_critical_depth_probe_v5_minus_active_view_selection,task_success,-0.15807291666666667,0.024169904446659448,-0.18224282111332613,-0.13390301222000722,0,10
risk_aware_action_critical_depth_probe_v5_minus_active_view_selection,useful_probe_precision,0.21450995083329438,0.013811043542092187,0.20069890729120218,0.22832099437538658,10,10
risk_aware_action_critical_depth_probe_v5_minus_diffusion_depth_policy,action_critical_rmse,-0.019743235034863214,0.0008339776311078048,-0.02057721266597102,-0.01890925740375541,0,10
risk_aware_action_critical_depth_probe_v5_minus_diffusion_depth_policy,calibration_error,-0.07225136523853357,0.000912974664075939,-0.07316433990260951,-0.07133839057445762,0,10
risk_aware_action_critical_depth_probe_v5_minus_diffusion_depth_policy,collision_boundary_f1,0.07397706507524919,0.0021067229140094845,0.0718703421612397,0.07608378798925867,10,10
risk_aware_action_critical_depth_probe_v5_minus_diffusion_depth_policy,collision_rate,-0.05703125,0.022844907905834946,-0.07987615790583494,-0.03418634209416505,0,10
risk_aware_action_critical_depth_probe_v5_minus_diffusion_depth_policy,manipulation_failure_rate,-0.0296875,0.008272320045500247,-0.03795982004550025,-0.02141517995449975,0,10
risk_aware_action_critical_depth_probe_v5_minus_diffusion_depth_policy,mechanism_utility,0.0934280015711393,0.004820031879240713,0.08860796969189859,0.09824803345038001,10,10
risk_aware_action_critical_depth_probe_v5_minus_diffusion_depth_policy,occluded_region_rmse,-0.023553200119582243,0.0010428381396530367,-0.02459603825923528,-0.022510361979929207,0,10
risk_aware_action_critical_depth_probe_v5_minus_diffusion_depth_policy,planning_regret,-0.12142498435504712,0.019091425312837196,-0.1405164096678843,-0.10233355904220992,0,10
risk_aware_action_critical_depth_probe_v5_minus_diffusion_depth_policy,probe_cost,0.02416460044438149,0.0024199970823278014,0.02174460336205369,0.026584597526709292,10,10
risk_aware_action_critical_depth_probe_v5_minus_diffusion_depth_policy,probe_damage,0.07526041666666665,0.010745722236906504,0.06451469442976014,0.08600613890357316,10,10
risk_aware_action_critical_depth_probe_v5_minus_diffusion_depth_policy,probe_informativeness,0.176591006437731,0.010863476355057376,0.16572753008267363,0.1874544827927884,10,10
risk_aware_action_critical_depth_probe_v5_minus_diffusion_depth_policy,robust_utility,0.2733118796312643,0.06518823959348406,0.20812364003778022,0.3385001192247484,10,10
risk_aware_action_critical_depth_probe_v5_minus_diffusion_depth_policy,task_success,0.19661458333333334,0.030485261828527215,0.16612932150480614,0.22709984516186055,10,10
risk_aware_action_critical_depth_probe_v5_minus_diffusion_depth_policy,useful_probe_precision,0.2279814737304497,0.013890051777840933,0.21409142195260875,0.24187152550829064,10,10
risk_aware_action_critical_depth_probe_v5_minus_ensemble_depth_completion,action_critical_rmse,-0.025731588636690766,0.0007461599744080728,-0.026477748611098837,-0.024985428662282694,0,10
risk_aware_action_critical_depth_probe_v5_minus_ensemble_depth_completion,calibration_error,-0.03254814116813662,0.0007753937891611872,-0.033323534957297805,-0.03177274737897543,0,10
risk_aware_action_critical_depth_probe_v5_minus_ensemble_depth_completion,collision_boundary_f1,0.07762364184258191,0.002228354355881443,0.07539528748670048,0.07985199619846335,10,10
risk_aware_action_critical_depth_probe_v5_minus_ensemble_depth_completion,collision_rate,-0.056510416666666674,0.018560741397865163,-0.07507115806453184,-0.03794967526880151,1,10
risk_aware_action_critical_depth_probe_v5_minus_ensemble_depth_completion,manipulation_failure_rate,-0.058593749999999986,0.00884885802185203,-0.06744260802185202,-0.04974489197814796,0,10
risk_aware_action_critical_depth_probe_v5_minus_ensemble_depth_completion,mechanism_utility,0.09183683970267104,0.004889843820702012,0.08694699588196902,0.09672668352337305,10,10
