stress_level,method,task,seed,task_success,action_critical_rmse,collision_rate,probe_damage
0.4,oracle_depth_completion,shelf_insertion_clearance,6,1.000000,0.005366,0.000000,0.000000
0.4,oracle_depth_completion,transparent_container_lift,0,1.000000,0.006039,0.000000,0.000000
0.4,oracle_depth_completion,transparent_container_lift,1,1.000000,0.005620,0.000000,0.000000
0.4,oracle_depth_completion,transparent_container_lift,2,1.000000,0.005868,0.000000,0.000000
0.4,oracle_depth_completion,transparent_container_lift,3,1.000000,0.006025,0.000000,0.000000
0.4,oracle_depth_completion,transparent_container_lift,4,1.000000,0.005746,0.000000,0.000000
0.4,oracle_depth_completion,transparent_container_lift,5,1.000000,0.005909,0.000000,0.000000
0.4,oracle_depth_completion,transparent_container_lift,6,1.000000,0.005940,0.000000,0.000000
0.4,oracle_depth_completion,leaf_occluded_fruit_grasp,0,1.000000,0.005569,0.000000,0.000000
0.4,oracle_depth_completion,leaf_occluded_fruit_grasp,1,1.000000,0.005827,0.000000,0.000000
0.4,oracle_depth_completion,leaf_occluded_fruit_grasp,2,1.000000,0.005666,0.000000,0.000000
0.4,oracle_depth_completion,leaf_occluded_fruit_grasp,3,1.000000,0.005604,0.000000,0.000000
0.4,oracle_depth_completion,leaf_occluded_fruit_grasp,4,1.000000,0.005920,0.000000,0.000000
0.4,oracle_depth_completion,leaf_occluded_fruit_grasp,5,1.000000,0.005926,0.000000,0.000000
0.4,oracle_depth_completion,leaf_occluded_fruit_grasp,6,1.000000,0.005413,0.000000,0.000000
0.6,learned_depth_completion,occluded_bin_grasping,0,0.840909,0.065533,0.045455,0.000000
0.6,learned_depth_completion,occluded_bin_grasping,1,0.818182,0.062983,0.068182,0.000000
0.6,learned_depth_completion,occluded_bin_grasping,2,0.886364,0.059758,0.045455,0.000000
0.6,learned_depth_completion,occluded_bin_grasping,3,0.886364,0.060720,0.022727,0.000000
0.6,learned_depth_completion,occluded_bin_grasping,4,0.818182,0.064178,0.045455,0.000000
0.6,learned_depth_completion,occluded_bin_grasping,5,0.931818,0.069176,0.000000,0.000000
0.6,learned_depth_completion,occluded_bin_grasping,6,0.886364,0.063608,0.022727,0.000000
0.6,learned_depth_completion,shelf_insertion_clearance,0,0.727273,0.053599,0.045455,0.000000
0.6,learned_depth_completion,shelf_insertion_clearance,1,0.704545,0.058136,0.068182,0.000000
0.6,learned_depth_completion,shelf_insertion_clearance,2,0.613636,0.062272,0.136364,0.000000
0.6,learned_depth_completion,shelf_insertion_clearance,3,0.704545,0.055825,0.113636,0.000000
0.6,learned_depth_completion,shelf_insertion_clearance,4,0.704545,0.061723,0.068182,0.000000
0.6,learned_depth_completion,shelf_insertion_clearance,5,0.840909,0.053632,0.090909,0.000000
0.6,learned_depth_completion,shelf_insertion_clearance,6,0.840909,0.050427,0.113636,0.000000
0.6,learned_depth_completion,transparent_container_lift,0,0.454545,0.073048,0.181818,0.000000
0.6,learned_depth_completion,transparent_container_lift,1,0.318182,0.080553,0.250000,0.000000
0.6,learned_depth_completion,transparent_container_lift,2,0.409091,0.074440,0.159091,0.000000
0.6,learned_depth_completion,transparent_container_lift,3,0.295455,0.084539,0.159091,0.000000
0.6,learned_depth_completion,transparent_container_lift,4,0.318182,0.076796,0.318182,0.000000
0.6,learned_depth_completion,transparent_container_lift,5,0.295455,0.071798,0.250000,0.000000
0.6,learned_depth_completion,transparent_container_lift,6,0.204545,0.080760,0.250000,0.000000
0.6,learned_depth_completion,leaf_occluded_fruit_grasp,0,0.159091,0.072525,0.068182,0.000000
0.6,learned_depth_completion,leaf_occluded_fruit_grasp,1,0.090909,0.071501,0.250000,0.000000
0.6,learned_depth_completion,leaf_occluded_fruit_grasp,2,0.227273,0.070721,0.272727,0.000000
0.6,learned_depth_completion,leaf_occluded_fruit_grasp,3,0.272727,0.072780,0.272727,0.000000
0.6,learned_depth_completion,leaf_occluded_fruit_grasp,4,0.295455,0.070650,0.227273,0.000000
0.6,learned_depth_completion,leaf_occluded_fruit_grasp,5,0.204545,0.068836,0.136364,0.000000
0.6,learned_depth_completion,leaf_occluded_fruit_grasp,6,0.159091,0.075151,0.295455,0.000000
0.6,ensemble_depth_completion,occluded_bin_grasping,0,1.000000,0.052332,0.000000,0.000000
0.6,ensemble_depth_completion,occluded_bin_grasping,1,1.000000,0.053577,0.000000,0.000000
0.6,ensemble_depth_completion,occluded_bin_grasping,2,0.977273,0.051157,0.000000,0.000000
0.6,ensemble_depth_completion,occluded_bin_grasping,3,0.977273,0.051024,0.000000,0.000000
0.6,ensemble_depth_completion,occluded_bin_grasping,4,0.954545,0.052833,0.000000,0.000000
0.6,ensemble_depth_completion,occluded_bin_grasping,5,1.000000,0.052650,0.000000,0.000000
0.6,ensemble_depth_completion,occluded_bin_grasping,6,1.000000,0.052347,0.000000,0.000000
0.6,ensemble_depth_completion,shelf_insertion_clearance,0,0.909091,0.045532,0.022727,0.000000
0.6,ensemble_depth_completion,shelf_insertion_clearance,1,0.954545,0.046182,0.045455,0.000000
0.6,ensemble_depth_completion,shelf_insertion_clearance,2,0.931818,0.049362,0.000000,0.000000
0.6,ensemble_depth_completion,shelf_insertion_clearance,3,0.977273,0.044051,0.000000,0.000000
0.6,ensemble_depth_completion,shelf_insertion_clearance,4,0.977273,0.043520,0.000000,0.000000
0.6,ensemble_depth_completion,shelf_insertion_clearance,5,0.954545,0.050150,0.000000,0.000000
0.6,ensemble_depth_completion,shelf_insertion_clearance,6,0.886364,0.047831,0.022727,0.000000
0.6,ensemble_depth_completion,transparent_container_lift,0,0.795455,0.056960,0.090909,0.000000
0.6,ensemble_depth_completion,transparent_container_lift,1,0.772727,0.061654,0.022727,0.000000
0.6,ensemble_depth_completion,transparent_container_lift,2,0.704545,0.060202,0.090909,0.000000
0.6,ensemble_depth_completion,transparent_container_lift,3,0.750000,0.060154,0.022727,0.000000
0.6,ensemble_depth_completion,transparent_container_lift,4,0.750000,0.058477,0.045455,0.000000
0.6,ensemble_depth_completion,transparent_container_lift,5,0.750000,0.060295,0.045455,0.000000
0.6,ensemble_depth_completion,transparent_container_lift,6,0.772727,0.060742,0.113636,0.000000
0.6,ensemble_depth_completion,leaf_occluded_fruit_grasp,0,0.522727,0.059820,0.113636,0.000000
0.6,ensemble_depth_completion,leaf_occluded_fruit_grasp,1,0.477273,0.058532,0.113636,0.000000
0.6,ensemble_depth_completion,leaf_occluded_fruit_grasp,2,0.454545,0.060193,0.204545,0.000000
0.6,ensemble_depth_completion,leaf_occluded_fruit_grasp,3,0.568182,0.056255,0.136364,0.000000
0.6,ensemble_depth_completion,leaf_occluded_fruit_grasp,4,0.636364,0.057807,0.045455,0.000000
0.6,ensemble_depth_completion,leaf_occluded_fruit_grasp,5,0.613636,0.056168,0.090909,0.000000
0.6,ensemble_depth_completion,leaf_occluded_fruit_grasp,6,0.636364,0.057315,0.113636,0.000000
0.6,active_view_selection,occluded_bin_grasping,0,1.000000,0.037977,0.000000,0.000000
0.6,active_view_selection,occluded_bin_grasping,1,1.000000,0.037034,0.000000,0.000000
0.6,active_view_selection,occluded_bin_grasping,2,1.000000,0.037280,0.000000,0.000000
0.6,active_view_selection,occluded_bin_grasping,3,1.000000,0.032761,0.000000,0.000000
0.6,active_view_selection,occluded_bin_grasping,4,1.000000,0.037881,0.000000,0.000000
0.6,active_view_selection,occluded_bin_grasping,5,0.977273,0.038289,0.000000,0.000000
0.6,active_view_selection,occluded_bin_grasping,6,0.977273,0.041038,0.000000,0.000000
0.6,active_view_selection,shelf_insertion_clearance,0,0.977273,0.039999,0.000000,0.000000
0.6,active_view_selection,shelf_insertion_clearance,1,0.977273,0.039443,0.000000,0.000000
0.6,active_view_selection,shelf_insertion_clearance,2,1.000000,0.039018,0.000000,0.000000
0.6,active_view_selection,shelf_insertion_clearance,3,1.000000,0.038673,0.000000,0.000000
0.6,active_view_selection,shelf_insertion_clearance,4,1.000000,0.040965,0.000000,0.000000
0.6,active_view_selection,shelf_insertion_clearance,5,0.954545,0.041423,0.022727,0.000000
0.6,active_view_selection,shelf_insertion_clearance,6,0.954545,0.043470,0.022727,0.000000
0.6,active_view_selection,transparent_container_lift,0,0.840909,0.054963,0.000000,0.000000
0.6,active_view_selection,transparent_container_lift,1,0.727273,0.065189,0.113636,0.000000
0.6,active_view_selection,transparent_container_lift,2,0.840909,0.056190,0.000000,0.000000
0.6,active_view_selection,transparent_container_lift,3,0.727273,0.060175,0.045455,0.000000
0.6,active_view_selection,transparent_container_lift,4,0.772727,0.056267,0.045455,0.000000
0.6,active_view_selection,transparent_container_lift,5,0.727273,0.059253,0.022727,0.000000
0.6,active_view_selection,transparent_container_lift,6,0.886364,0.055425,0.000000,0.000000
0.6,active_view_selection,leaf_occluded_fruit_grasp,0,1.000000,0.033562,0.000000,0.000000
0.6,active_view_selection,leaf_occluded_fruit_grasp,1,1.000000,0.034076,0.000000,0.000000
0.6,active_view_selection,leaf_occluded_fruit_grasp,2,0.931818,0.035465,0.022727,0.000000
0.6,active_view_selection,leaf_occluded_fruit_grasp,3,0.977273,0.035027,0.022727,0.000000
0.6,active_view_selection,leaf_occluded_fruit_grasp,4,0.977273,0.034914,0.000000,0.000000
0.6,active_view_selection,leaf_occluded_fruit_grasp,5,0.909091,0.036187,0.000000,0.000000
0.6,active_view_selection,leaf_occluded_fruit_grasp,6,0.954545,0.036055,0.045455,0.000000
0.6,visuotactile_probe,occluded_bin_grasping,0,0.886364,0.052805,0.022727,0.090909
0.6,visuotactile_probe,occluded_bin_grasping,1,0.931818,0.048359,0.000000,0.068182
0.6,visuotactile_probe,occluded_bin_grasping,2,0.840909,0.052012,0.000000,0.136364
0.6,visuotactile_probe,occluded_bin_grasping,3,0.931818,0.051950,0.022727,0.045455
0.6,visuotactile_probe,occluded_bin_grasping,4,0.840909,0.053322,0.022727,0.136364
0.6,visuotactile_probe,occluded_bin_grasping,5,0.931818,0.049274,0.022727,0.045455
0.6,visuotactile_probe,occluded_bin_grasping,6,0.909091,0.052293,0.000000,0.090909
0.6,visuotactile_probe,shelf_insertion_clearance,0,0.863636,0.045443,0.000000,0.068182
0.6,visuotactile_probe,shelf_insertion_clearance,1,0.931818,0.048488,0.022727,0.022727
0.6,visuotactile_probe,shelf_insertion_clearance,2,0.750000,0.047744,0.113636,0.204545
0.6,visuotactile_probe,shelf_insertion_clearance,3,0.818182,0.045387,0.090909,0.113636
0.6,visuotactile_probe,shelf_insertion_clearance,4,0.931818,0.045440,0.022727,0.068182
0.6,visuotactile_probe,shelf_insertion_clearance,5,0.818182,0.049291,0.022727,0.181818
0.6,visuotactile_probe,shelf_insertion_clearance,6,0.909091,0.048274,0.022727,0.068182
0.6,visuotactile_probe,transparent_container_lift,0,0.636364,0.062217,0.045455,0.068182
0.6,visuotactile_probe,transparent_container_lift,1,0.545455,0.068524,0.068182,0.159091
0.6,visuotactile_probe,transparent_container_lift,2,0.613636,0.063430,0.090909,0.136364
0.6,visuotactile_probe,transparent_container_lift,3,0.636364,0.070400,0.113636,0.090909
0.6,visuotactile_probe,transparent_container_lift,4,0.613636,0.062377,0.045455,0.136364
0.6,visuotactile_probe,transparent_container_lift,5,0.590909,0.059464,0.136364,0.295455
0.6,visuotactile_probe,transparent_container_lift,6,0.545455,0.064715,0.068182,0.136364
0.6,visuotactile_probe,leaf_occluded_fruit_grasp,0,0.545455,0.055260,0.090909,0.227273
0.6,visuotactile_probe,leaf_occluded_fruit_grasp,1,0.636364,0.054751,0.090909,0.204545
0.6,visuotactile_probe,leaf_occluded_fruit_grasp,2,0.500000,0.059677,0.068182,0.204545
0.6,visuotactile_probe,leaf_occluded_fruit_grasp,3,0.500000,0.060816,0.113636,0.227273
0.6,visuotactile_probe,leaf_occluded_fruit_grasp,4,0.590909,0.057299,0.159091,0.204545
0.6,visuotactile_probe,leaf_occluded_fruit_grasp,5,0.659091,0.054869,0.090909,0.181818
0.6,visuotactile_probe,leaf_occluded_fruit_grasp,6,0.386364,0.061192,0.181818,0.090909
0.6,uncertainty_guided_probe,occluded_bin_grasping,0,0.840909,0.043491,0.022727,0.159091
0.6,uncertainty_guided_probe,occluded_bin_grasping,1,0.863636,0.048359,0.000000,0.136364
0.6,uncertainty_guided_probe,occluded_bin_grasping,2,0.909091,0.049238,0.022727,0.068182
0.6,uncertainty_guided_probe,occluded_bin_grasping,3,0.840909,0.045586,0.045455,0.136364
0.6,uncertainty_guided_probe,occluded_bin_grasping,4,0.795455,0.050863,0.045455,0.204545
0.6,uncertainty_guided_probe,occluded_bin_grasping,5,0.909091,0.047936,0.000000,0.090909
0.6,uncertainty_guided_probe,occluded_bin_grasping,6,0.795455,0.047397,0.022727,0.204545
0.6,uncertainty_guided_probe,shelf_insertion_clearance,0,0.840909,0.044025,0.022727,0.159091
0.6,uncertainty_guided_probe,shelf_insertion_clearance,1,0.795455,0.045427,0.022727,0.159091
0.6,uncertainty_guided_probe,shelf_insertion_clearance,2,0.863636,0.039596,0.045455,0.113636
0.6,uncertainty_guided_probe,shelf_insertion_clearance,3,0.750000,0.048663,0.045455,0.181818
0.6,uncertainty_guided_probe,shelf_insertion_clearance,4,0.863636,0.045744,0.045455,0.113636
0.6,uncertainty_guided_probe,shelf_insertion_clearance,5,0.840909,0.042064,0.000000,0.136364
0.6,uncertainty_guided_probe,shelf_insertion_clearance,6,0.909091,0.046372,0.045455,0.090909
0.6,uncertainty_guided_probe,transparent_container_lift,0,0.704545,0.055602,0.068182,0.204545
0.6,uncertainty_guided_probe,transparent_container_lift,1,0.681818,0.058785,0.068182,0.159091
0.6,uncertainty_guided_probe,transparent_container_lift,2,0.795455,0.051479,0.068182,0.159091
0.6,uncertainty_guided_probe,transparent_container_lift,3,0.727273,0.052082,0.090909,0.204545
0.6,uncertainty_guided_probe,transparent_container_lift,4,0.636364,0.054529,0.068182,0.159091
0.6,uncertainty_guided_probe,transparent_container_lift,5,0.681818,0.054411,0.022727,0.090909
0.6,uncertainty_guided_probe,transparent_container_lift,6,0.727273,0.054620,0.000000,0.204545
0.6,uncertainty_guided_probe,leaf_occluded_fruit_grasp,0,0.340909,0.051971,0.113636,0.431818
0.6,uncertainty_guided_probe,leaf_occluded_fruit_grasp,1,0.545455,0.049737,0.045455,0.318182
0.6,uncertainty_guided_probe,leaf_occluded_fruit_grasp,2,0.613636,0.050094,0.022727,0.204545
0.6,uncertainty_guided_probe,leaf_occluded_fruit_grasp,3,0.409091,0.049829,0.136364,0.386364
0.6,uncertainty_guided_probe,leaf_occluded_fruit_grasp,4,0.340909,0.053767,0.204545,0.386364
0.6,uncertainty_guided_probe,leaf_occluded_fruit_grasp,5,0.386364,0.050478,0.136364,0.454545
0.6,uncertainty_guided_probe,leaf_occluded_fruit_grasp,6,0.568182,0.051402,0.068182,0.272727
0.6,proposed_action_critical_interactive_depth,occluded_bin_grasping,0,0.931818,0.045425,0.000000,0.068182
0.6,proposed_action_critical_interactive_depth,occluded_bin_grasping,1,0.863636,0.047280,0.045455,0.136364
0.6,proposed_action_critical_interactive_depth,occluded_bin_grasping,2,0.909091,0.043316,0.000000,0.090909
0.6,proposed_action_critical_interactive_depth,occluded_bin_grasping,3,0.931818,0.043445,0.000000,0.068182
0.6,proposed_action_critical_interactive_depth,occluded_bin_grasping,4,0.863636,0.046495,0.000000,0.136364
0.6,proposed_action_critical_interactive_depth,occluded_bin_grasping,5,0.863636,0.046934,0.022727,0.136364
0.6,proposed_action_critical_interactive_depth,occluded_bin_grasping,6,0.954545,0.043488,0.000000,0.045455
0.6,proposed_action_critical_interactive_depth,shelf_insertion_clearance,0,0.840909,0.042927,0.022727,0.159091
0.6,proposed_action_critical_interactive_depth,shelf_insertion_clearance,1,0.909091,0.041975,0.000000,0.068182
0.6,proposed_action_critical_interactive_depth,shelf_insertion_clearance,2,0.931818,0.041624,0.000000,0.068182
0.6,proposed_action_critical_interactive_depth,shelf_insertion_clearance,3,0.931818,0.041777,0.022727,0.068182
0.6,proposed_action_critical_interactive_depth,shelf_insertion_clearance,4,0.931818,0.044007,0.045455,0.045455
0.6,proposed_action_critical_interactive_depth,shelf_insertion_clearance,5,0.886364,0.046318,0.000000,0.113636
0.6,proposed_action_critical_interactive_depth,shelf_insertion_clearance,6,0.795455,0.042812,0.022727,0.181818
0.6,proposed_action_critical_interactive_depth,transparent_container_lift,0,0.772727,0.057844,0.068182,0.113636
0.6,proposed_action_critical_interactive_depth,transparent_container_lift,1,0.681818,0.060518,0.022727,0.113636
0.6,proposed_action_critical_interactive_depth,transparent_container_lift,2,0.931818,0.058844,0.000000,0.068182
0.6,proposed_action_critical_interactive_depth,transparent_container_lift,3,0.681818,0.058643,0.045455,0.090909
0.6,proposed_action_critical_interactive_depth,transparent_container_lift,4,0.681818,0.056047,0.113636,0.159091
0.6,proposed_action_critical_interactive_depth,transparent_container_lift,5,0.681818,0.057496,0.045455,0.068182
0.6,proposed_action_critical_interactive_depth,transparent_container_lift,6,0.659091,0.057222,0.113636,0.090909
0.6,proposed_action_critical_interactive_depth,leaf_occluded_fruit_grasp,0,0.545455,0.051555,0.090909,0.227273
0.6,proposed_action_critical_interactive_depth,leaf_occluded_fruit_grasp,1,0.659091,0.053828,0.136364,0.136364
0.6,proposed_action_critical_interactive_depth,leaf_occluded_fruit_grasp,2,0.545455,0.050864,0.136364,0.181818
0.6,proposed_action_critical_interactive_depth,leaf_occluded_fruit_grasp,3,0.636364,0.050985,0.090909,0.204545
0.6,proposed_action_critical_interactive_depth,leaf_occluded_fruit_grasp,4,0.477273,0.050002,0.136364,0.295455
0.6,proposed_action_critical_interactive_depth,leaf_occluded_fruit_grasp,5,0.500000,0.052688,0.227273,0.250000
0.6,proposed_action_critical_interactive_depth,leaf_occluded_fruit_grasp,6,0.613636,0.053381,0.068182,0.204545
0.6,oracle_depth_completion,occluded_bin_grasping,0,1.000000,0.005455,0.000000,0.000000
0.6,oracle_depth_completion,occluded_bin_grasping,1,1.000000,0.005802,0.000000,0.000000
0.6,oracle_depth_completion,occluded_bin_grasping,2,1.000000,0.005342,0.000000,0.000000
0.6,oracle_depth_completion,occluded_bin_grasping,3,1.000000,0.005792,0.000000,0.000000
0.6,oracle_depth_completion,occluded_bin_grasping,4,1.000000,0.005576,0.000000,0.000000
0.6,oracle_depth_completion,occluded_bin_grasping,5,1.000000,0.005573,0.000000,0.000000
0.6,oracle_depth_completion,occluded_bin_grasping,6,1.000000,0.005469,0.000000,0.000000
0.6,oracle_depth_completion,shelf_insertion_clearance,0,1.000000,0.005434,0.000000,0.000000
0.6,oracle_depth_completion,shelf_insertion_clearance,1,1.000000,0.005395,0.000000,0.000000
0.6,oracle_depth_completion,shelf_insertion_clearance,2,1.000000,0.005371,0.000000,0.000000
0.6,oracle_depth_completion,shelf_insertion_clearance,3,1.000000,0.005830,0.000000,0.000000
0.6,oracle_depth_completion,shelf_insertion_clearance,4,1.000000,0.005453,0.000000,0.000000
0.6,oracle_depth_completion,shelf_insertion_clearance,5,1.000000,0.005611,0.000000,0.000000
0.6,oracle_depth_completion,shelf_insertion_clearance,6,1.000000,0.005470,0.000000,0.000000
0.6,oracle_depth_completion,transparent_container_lift,0,1.000000,0.006202,0.000000,0.000000
0.6,oracle_depth_completion,transparent_container_lift,1,1.000000,0.005519,0.000000,0.000000
0.6,oracle_depth_completion,transparent_container_lift,2,1.000000,0.005677,0.000000,0.000000
0.6,oracle_depth_completion,transparent_container_lift,3,1.000000,0.005909,0.000000,0.000000
0.6,oracle_depth_completion,transparent_container_lift,4,1.000000,0.005438,0.000000,0.000000
0.6,oracle_depth_completion,transparent_container_lift,5,1.000000,0.006036,0.000000,0.000000
0.6,oracle_depth_completion,transparent_container_lift,6,1.000000,0.005943,0.000000,0.000000
0.6,oracle_depth_completion,leaf_occluded_fruit_grasp,0,1.000000,0.005652,0.000000,0.000000
0.6,oracle_depth_completion,leaf_occluded_fruit_grasp,1,1.000000,0.005827,0.000000,0.000000
0.6,oracle_depth_completion,leaf_occluded_fruit_grasp,2,1.000000,0.005855,0.000000,0.000000
0.6,oracle_depth_completion,leaf_occluded_fruit_grasp,3,1.000000,0.005502,0.000000,0.000000
0.6,oracle_depth_completion,leaf_occluded_fruit_grasp,4,1.000000,0.005817,0.000000,0.000000
0.6,oracle_depth_completion,leaf_occluded_fruit_grasp,5,1.000000,0.005499,0.000000,0.000000
0.6,oracle_depth_completion,leaf_occluded_fruit_grasp,6,1.000000,0.006414,0.000000,0.000000
0.8,learned_depth_completion,occluded_bin_grasping,0,0.545455,0.068149,0.136364,0.000000
0.8,learned_depth_completion,occluded_bin_grasping,1,0.636364,0.069194,0.068182,0.000000
0.8,learned_depth_completion,occluded_bin_grasping,2,0.750000,0.063089,0.090909,0.000000
0.8,learned_depth_completion,occluded_bin_grasping,3,0.681818,0.067845,0.090909,0.000000
0.8,learned_depth_completion,occluded_bin_grasping,4,0.659091,0.065576,0.022727,0.000000
0.8,learned_depth_completion,occluded_bin_grasping,5,0.568182,0.069077,0.090909,0.000000
0.8,learned_depth_completion,occluded_bin_grasping,6,0.636364,0.068112,0.045455,0.000000
0.8,learned_depth_completion,shelf_insertion_clearance,0,0.522727,0.063732,0.227273,0.000000
0.8,learned_depth_completion,shelf_insertion_clearance,1,0.522727,0.059403,0.181818,0.000000
0.8,learned_depth_completion,shelf_insertion_clearance,2,0.568182,0.058164,0.159091,0.000000
0.8,learned_depth_completion,shelf_insertion_clearance,3,0.545455,0.059247,0.136364,0.000000
0.8,learned_depth_completion,shelf_insertion_clearance,4,0.590909,0.059035,0.159091,0.000000
0.8,learned_depth_completion,shelf_insertion_clearance,5,0.500000,0.059833,0.022727,0.000000
0.8,learned_depth_completion,shelf_insertion_clearance,6,0.522727,0.061765,0.090909,0.000000
0.8,learned_depth_completion,transparent_container_lift,0,0.045455,0.080274,0.386364,0.000000
0.8,learned_depth_completion,transparent_container_lift,1,0.159091,0.081263,0.204545,0.000000
0.8,learned_depth_completion,transparent_container_lift,2,0.113636,0.075339,0.272727,0.000000
0.8,learned_depth_completion,transparent_container_lift,3,0.159091,0.081235,0.250000,0.000000
0.8,learned_depth_completion,transparent_container_lift,4,0.181818,0.074434,0.250000,0.000000
0.8,learned_depth_completion,transparent_container_lift,5,0.136364,0.077400,0.340909,0.000000
0.8,learned_depth_completion,transparent_container_lift,6,0.113636,0.079894,0.227273,0.000000
0.8,learned_depth_completion,leaf_occluded_fruit_grasp,0,0.045455,0.075549,0.295455,0.000000
0.8,learned_depth_completion,leaf_occluded_fruit_grasp,1,0.045455,0.077046,0.295455,0.000000
0.8,learned_depth_completion,leaf_occluded_fruit_grasp,2,0.068182,0.073392,0.340909,0.000000
0.8,learned_depth_completion,leaf_occluded_fruit_grasp,3,0.000000,0.078740,0.250000,0.000000
0.8,learned_depth_completion,leaf_occluded_fruit_grasp,4,0.068182,0.075452,0.181818,0.000000
0.8,learned_depth_completion,leaf_occluded_fruit_grasp,5,0.090909,0.071792,0.227273,0.000000
0.8,learned_depth_completion,leaf_occluded_fruit_grasp,6,0.022727,0.074693,0.386364,0.000000
0.8,ensemble_depth_completion,occluded_bin_grasping,0,0.931818,0.052164,0.022727,0.000000
0.8,ensemble_depth_completion,occluded_bin_grasping,1,0.954545,0.055277,0.022727,0.000000
0.8,ensemble_depth_completion,occluded_bin_grasping,2,0.931818,0.053312,0.000000,0.000000
0.8,ensemble_depth_completion,occluded_bin_grasping,3,0.977273,0.054341,0.022727,0.000000
0.8,ensemble_depth_completion,occluded_bin_grasping,4,0.977273,0.054592,0.000000,0.000000
0.8,ensemble_depth_completion,occluded_bin_grasping,5,0.954545,0.056449,0.000000,0.000000
0.8,ensemble_depth_completion,occluded_bin_grasping,6,0.931818,0.052007,0.022727,0.000000
0.8,ensemble_depth_completion,shelf_insertion_clearance,0,0.909091,0.048086,0.045455,0.000000
0.8,ensemble_depth_completion,shelf_insertion_clearance,1,0.931818,0.049139,0.068182,0.000000
0.8,ensemble_depth_completion,shelf_insertion_clearance,2,0.863636,0.049460,0.022727,0.000000
0.8,ensemble_depth_completion,shelf_insertion_clearance,3,0.863636,0.047960,0.022727,0.000000
0.8,ensemble_depth_completion,shelf_insertion_clearance,4,0.772727,0.051764,0.045455,0.000000
0.8,ensemble_depth_completion,shelf_insertion_clearance,5,0.818182,0.052753,0.000000,0.000000
0.8,ensemble_depth_completion,shelf_insertion_clearance,6,0.886364,0.048207,0.068182,0.000000
0.8,ensemble_depth_completion,transparent_container_lift,0,0.409091,0.064900,0.113636,0.000000
0.8,ensemble_depth_completion,transparent_container_lift,1,0.318182,0.065183,0.090909,0.000000
0.8,ensemble_depth_completion,transparent_container_lift,2,0.295455,0.066632,0.204545,0.000000
0.8,ensemble_depth_completion,transparent_container_lift,3,0.522727,0.062768,0.090909,0.000000
0.8,ensemble_depth_completion,transparent_container_lift,4,0.500000,0.062418,0.090909,0.000000
0.8,ensemble_depth_completion,transparent_container_lift,5,0.522727,0.062490,0.090909,0.000000
0.8,ensemble_depth_completion,transparent_container_lift,6,0.386364,0.061748,0.068182,0.000000
0.8,ensemble_depth_completion,leaf_occluded_fruit_grasp,0,0.272727,0.060883,0.181818,0.000000
0.8,ensemble_depth_completion,leaf_occluded_fruit_grasp,1,0.318182,0.060495,0.159091,0.000000
0.8,ensemble_depth_completion,leaf_occluded_fruit_grasp,2,0.295455,0.059356,0.181818,0.000000
0.8,ensemble_depth_completion,leaf_occluded_fruit_grasp,3,0.431818,0.058652,0.159091,0.000000
0.8,ensemble_depth_completion,leaf_occluded_fruit_grasp,4,0.272727,0.061223,0.204545,0.000000
0.8,ensemble_depth_completion,leaf_occluded_fruit_grasp,5,0.409091,0.059212,0.113636,0.000000
0.8,ensemble_depth_completion,leaf_occluded_fruit_grasp,6,0.340909,0.062698,0.272727,0.000000
0.8,active_view_selection,occluded_bin_grasping,0,1.000000,0.036272,0.000000,0.000000
0.8,active_view_selection,occluded_bin_grasping,1,0.977273,0.041207,0.022727,0.000000
0.8,active_view_selection,occluded_bin_grasping,2,1.000000,0.035660,0.000000,0.000000
0.8,active_view_selection,occluded_bin_grasping,3,0.977273,0.036281,0.000000,0.000000
0.8,active_view_selection,occluded_bin_grasping,4,1.000000,0.036387,0.000000,0.000000
0.8,active_view_selection,occluded_bin_grasping,5,1.000000,0.038048,0.000000,0.000000
0.8,active_view_selection,occluded_bin_grasping,6,1.000000,0.035358,0.000000,0.000000
0.8,active_view_selection,shelf_insertion_clearance,0,0.954545,0.039395,0.045455,0.000000
0.8,active_view_selection,shelf_insertion_clearance,1,0.909091,0.043286,0.022727,0.000000
0.8,active_view_selection,shelf_insertion_clearance,2,0.954545,0.038309,0.022727,0.000000
0.8,active_view_selection,shelf_insertion_clearance,3,0.954545,0.041100,0.022727,0.000000
0.8,active_view_selection,shelf_insertion_clearance,4,0.977273,0.040080,0.000000,0.000000
0.8,active_view_selection,shelf_insertion_clearance,5,0.909091,0.039492,0.022727,0.000000
0.8,active_view_selection,shelf_insertion_clearance,6,0.977273,0.040719,0.022727,0.000000
0.8,active_view_selection,transparent_container_lift,0,0.704545,0.057589,0.090909,0.000000
0.8,active_view_selection,transparent_container_lift,1,0.522727,0.060627,0.113636,0.000000
0.8,active_view_selection,transparent_container_lift,2,0.636364,0.057852,0.181818,0.000000
0.8,active_view_selection,transparent_container_lift,3,0.636364,0.059382,0.045455,0.000000
0.8,active_view_selection,transparent_container_lift,4,0.750000,0.053972,0.022727,0.000000
0.8,active_view_selection,transparent_container_lift,5,0.613636,0.058641,0.090909,0.000000
0.8,active_view_selection,transparent_container_lift,6,0.636364,0.056581,0.090909,0.000000
0.8,active_view_selection,leaf_occluded_fruit_grasp,0,0.931818,0.036068,0.022727,0.000000
0.8,active_view_selection,leaf_occluded_fruit_grasp,1,0.977273,0.036337,0.000000,0.000000
