stress_level,method,task,seed,task_success,action_critical_rmse,collision_rate,probe_damage
0.0,learned_depth_completion,leaf_occluded_fruit_grasp,1,0.931818,0.053725,0.000000,0.000000
0.0,learned_depth_completion,leaf_occluded_fruit_grasp,2,0.977273,0.057761,0.000000,0.000000
0.0,learned_depth_completion,leaf_occluded_fruit_grasp,3,0.954545,0.054793,0.000000,0.000000
0.0,learned_depth_completion,leaf_occluded_fruit_grasp,4,0.954545,0.051664,0.022727,0.000000
0.0,learned_depth_completion,leaf_occluded_fruit_grasp,5,0.909091,0.059392,0.022727,0.000000
0.0,learned_depth_completion,leaf_occluded_fruit_grasp,6,0.931818,0.053686,0.000000,0.000000
0.0,ensemble_depth_completion,occluded_bin_grasping,0,1.000000,0.040443,0.000000,0.000000
0.0,ensemble_depth_completion,occluded_bin_grasping,1,1.000000,0.042820,0.000000,0.000000
0.0,ensemble_depth_completion,occluded_bin_grasping,2,1.000000,0.042847,0.000000,0.000000
0.0,ensemble_depth_completion,occluded_bin_grasping,3,1.000000,0.041267,0.000000,0.000000
0.0,ensemble_depth_completion,occluded_bin_grasping,4,1.000000,0.040596,0.000000,0.000000
0.0,ensemble_depth_completion,occluded_bin_grasping,5,1.000000,0.039633,0.000000,0.000000
0.0,ensemble_depth_completion,occluded_bin_grasping,6,1.000000,0.042046,0.000000,0.000000
0.0,ensemble_depth_completion,shelf_insertion_clearance,0,1.000000,0.034220,0.000000,0.000000
0.0,ensemble_depth_completion,shelf_insertion_clearance,1,1.000000,0.034231,0.000000,0.000000
0.0,ensemble_depth_completion,shelf_insertion_clearance,2,1.000000,0.035125,0.000000,0.000000
0.0,ensemble_depth_completion,shelf_insertion_clearance,3,1.000000,0.037916,0.000000,0.000000
0.0,ensemble_depth_completion,shelf_insertion_clearance,4,1.000000,0.036028,0.000000,0.000000
0.0,ensemble_depth_completion,shelf_insertion_clearance,5,1.000000,0.034591,0.000000,0.000000
0.0,ensemble_depth_completion,shelf_insertion_clearance,6,1.000000,0.033168,0.000000,0.000000
0.0,ensemble_depth_completion,transparent_container_lift,0,1.000000,0.050990,0.000000,0.000000
0.0,ensemble_depth_completion,transparent_container_lift,1,1.000000,0.052838,0.000000,0.000000
0.0,ensemble_depth_completion,transparent_container_lift,2,1.000000,0.047972,0.000000,0.000000
0.0,ensemble_depth_completion,transparent_container_lift,3,1.000000,0.051735,0.000000,0.000000
0.0,ensemble_depth_completion,transparent_container_lift,4,1.000000,0.051926,0.000000,0.000000
0.0,ensemble_depth_completion,transparent_container_lift,5,1.000000,0.048990,0.000000,0.000000
0.0,ensemble_depth_completion,transparent_container_lift,6,1.000000,0.053305,0.000000,0.000000
0.0,ensemble_depth_completion,leaf_occluded_fruit_grasp,0,1.000000,0.047403,0.000000,0.000000
0.0,ensemble_depth_completion,leaf_occluded_fruit_grasp,1,1.000000,0.047552,0.000000,0.000000
0.0,ensemble_depth_completion,leaf_occluded_fruit_grasp,2,1.000000,0.048561,0.000000,0.000000
0.0,ensemble_depth_completion,leaf_occluded_fruit_grasp,3,1.000000,0.045183,0.000000,0.000000
0.0,ensemble_depth_completion,leaf_occluded_fruit_grasp,4,1.000000,0.045581,0.000000,0.000000
0.0,ensemble_depth_completion,leaf_occluded_fruit_grasp,5,0.977273,0.046381,0.000000,0.000000
0.0,ensemble_depth_completion,leaf_occluded_fruit_grasp,6,0.977273,0.051446,0.000000,0.000000
0.0,active_view_selection,occluded_bin_grasping,0,1.000000,0.033223,0.000000,0.000000
0.0,active_view_selection,occluded_bin_grasping,1,1.000000,0.034524,0.000000,0.000000
0.0,active_view_selection,occluded_bin_grasping,2,1.000000,0.035017,0.000000,0.000000
0.0,active_view_selection,occluded_bin_grasping,3,1.000000,0.032142,0.000000,0.000000
0.0,active_view_selection,occluded_bin_grasping,4,1.000000,0.031154,0.000000,0.000000
0.0,active_view_selection,occluded_bin_grasping,5,1.000000,0.034823,0.000000,0.000000
0.0,active_view_selection,occluded_bin_grasping,6,1.000000,0.035191,0.000000,0.000000
0.0,active_view_selection,shelf_insertion_clearance,0,1.000000,0.031047,0.000000,0.000000
0.0,active_view_selection,shelf_insertion_clearance,1,1.000000,0.031169,0.000000,0.000000
0.0,active_view_selection,shelf_insertion_clearance,2,1.000000,0.033470,0.000000,0.000000
0.0,active_view_selection,shelf_insertion_clearance,3,1.000000,0.033505,0.000000,0.000000
0.0,active_view_selection,shelf_insertion_clearance,4,1.000000,0.034870,0.000000,0.000000
0.0,active_view_selection,shelf_insertion_clearance,5,1.000000,0.033911,0.000000,0.000000
0.0,active_view_selection,shelf_insertion_clearance,6,1.000000,0.031539,0.000000,0.000000
0.0,active_view_selection,transparent_container_lift,0,1.000000,0.049742,0.000000,0.000000
0.0,active_view_selection,transparent_container_lift,1,1.000000,0.057315,0.000000,0.000000
0.0,active_view_selection,transparent_container_lift,2,1.000000,0.054590,0.000000,0.000000
0.0,active_view_selection,transparent_container_lift,3,0.977273,0.056114,0.000000,0.000000
0.0,active_view_selection,transparent_container_lift,4,1.000000,0.052042,0.000000,0.000000
0.0,active_view_selection,transparent_container_lift,5,1.000000,0.050369,0.000000,0.000000
0.0,active_view_selection,transparent_container_lift,6,1.000000,0.057625,0.000000,0.000000
0.0,active_view_selection,leaf_occluded_fruit_grasp,0,1.000000,0.035404,0.000000,0.000000
0.0,active_view_selection,leaf_occluded_fruit_grasp,1,1.000000,0.034465,0.000000,0.000000
0.0,active_view_selection,leaf_occluded_fruit_grasp,2,1.000000,0.036119,0.000000,0.000000
0.0,active_view_selection,leaf_occluded_fruit_grasp,3,1.000000,0.036681,0.000000,0.000000
0.0,active_view_selection,leaf_occluded_fruit_grasp,4,1.000000,0.033066,0.000000,0.000000
0.0,active_view_selection,leaf_occluded_fruit_grasp,5,1.000000,0.037758,0.000000,0.000000
0.0,active_view_selection,leaf_occluded_fruit_grasp,6,1.000000,0.039676,0.000000,0.000000
0.0,visuotactile_probe,occluded_bin_grasping,0,0.931818,0.040648,0.000000,0.090909
0.0,visuotactile_probe,occluded_bin_grasping,1,0.977273,0.040605,0.000000,0.022727
0.0,visuotactile_probe,occluded_bin_grasping,2,0.977273,0.039245,0.000000,0.022727
0.0,visuotactile_probe,occluded_bin_grasping,3,0.977273,0.037161,0.000000,0.022727
0.0,visuotactile_probe,occluded_bin_grasping,4,0.931818,0.036340,0.022727,0.136364
0.0,visuotactile_probe,occluded_bin_grasping,5,0.931818,0.042085,0.022727,0.068182
0.0,visuotactile_probe,occluded_bin_grasping,6,0.954545,0.038958,0.000000,0.068182
0.0,visuotactile_probe,shelf_insertion_clearance,0,1.000000,0.036251,0.000000,0.000000
0.0,visuotactile_probe,shelf_insertion_clearance,1,0.954545,0.033617,0.000000,0.045455
0.0,visuotactile_probe,shelf_insertion_clearance,2,0.954545,0.035348,0.000000,0.045455
0.0,visuotactile_probe,shelf_insertion_clearance,3,0.954545,0.035236,0.000000,0.045455
0.0,visuotactile_probe,shelf_insertion_clearance,4,0.909091,0.033977,0.022727,0.090909
0.0,visuotactile_probe,shelf_insertion_clearance,5,1.000000,0.034558,0.000000,0.022727
0.0,visuotactile_probe,shelf_insertion_clearance,6,0.931818,0.033002,0.000000,0.068182
0.0,visuotactile_probe,transparent_container_lift,0,0.886364,0.049921,0.022727,0.113636
0.0,visuotactile_probe,transparent_container_lift,1,0.909091,0.050831,0.022727,0.090909
0.0,visuotactile_probe,transparent_container_lift,2,0.886364,0.051102,0.000000,0.113636
0.0,visuotactile_probe,transparent_container_lift,3,0.977273,0.051982,0.000000,0.022727
0.0,visuotactile_probe,transparent_container_lift,4,0.931818,0.048536,0.000000,0.068182
0.0,visuotactile_probe,transparent_container_lift,5,0.931818,0.049030,0.000000,0.068182
0.0,visuotactile_probe,transparent_container_lift,6,0.886364,0.049061,0.000000,0.113636
0.0,visuotactile_probe,leaf_occluded_fruit_grasp,0,0.795455,0.045523,0.045455,0.204545
0.0,visuotactile_probe,leaf_occluded_fruit_grasp,1,0.840909,0.043365,0.022727,0.159091
0.0,visuotactile_probe,leaf_occluded_fruit_grasp,2,0.840909,0.046395,0.045455,0.159091
0.0,visuotactile_probe,leaf_occluded_fruit_grasp,3,0.795455,0.044724,0.045455,0.204545
0.0,visuotactile_probe,leaf_occluded_fruit_grasp,4,0.863636,0.044307,0.045455,0.136364
0.0,visuotactile_probe,leaf_occluded_fruit_grasp,5,0.954545,0.042596,0.000000,0.045455
0.0,visuotactile_probe,leaf_occluded_fruit_grasp,6,0.863636,0.044676,0.022727,0.136364
0.0,uncertainty_guided_probe,occluded_bin_grasping,0,0.954545,0.037021,0.000000,0.068182
0.0,uncertainty_guided_probe,occluded_bin_grasping,1,0.977273,0.035000,0.000000,0.045455
0.0,uncertainty_guided_probe,occluded_bin_grasping,2,0.909091,0.038385,0.000000,0.090909
0.0,uncertainty_guided_probe,occluded_bin_grasping,3,0.931818,0.038108,0.022727,0.113636
0.0,uncertainty_guided_probe,occluded_bin_grasping,4,1.000000,0.037477,0.000000,0.022727
0.0,uncertainty_guided_probe,occluded_bin_grasping,5,0.931818,0.036799,0.000000,0.090909
0.0,uncertainty_guided_probe,occluded_bin_grasping,6,0.977273,0.037722,0.000000,0.022727
0.0,uncertainty_guided_probe,shelf_insertion_clearance,0,0.886364,0.031323,0.000000,0.113636
0.0,uncertainty_guided_probe,shelf_insertion_clearance,1,0.931818,0.031454,0.000000,0.068182
0.0,uncertainty_guided_probe,shelf_insertion_clearance,2,0.954545,0.030488,0.000000,0.045455
0.0,uncertainty_guided_probe,shelf_insertion_clearance,3,0.863636,0.028088,0.000000,0.136364
0.0,uncertainty_guided_probe,shelf_insertion_clearance,4,0.886364,0.032120,0.000000,0.113636
0.0,uncertainty_guided_probe,shelf_insertion_clearance,5,0.954545,0.031251,0.000000,0.045455
0.0,uncertainty_guided_probe,shelf_insertion_clearance,6,0.909091,0.032385,0.022727,0.090909
0.0,uncertainty_guided_probe,transparent_container_lift,0,0.886364,0.046180,0.022727,0.113636
0.0,uncertainty_guided_probe,transparent_container_lift,1,0.909091,0.047426,0.000000,0.090909
0.0,uncertainty_guided_probe,transparent_container_lift,2,0.818182,0.046997,0.022727,0.181818
0.0,uncertainty_guided_probe,transparent_container_lift,3,0.795455,0.049662,0.022727,0.204545
0.0,uncertainty_guided_probe,transparent_container_lift,4,0.909091,0.044499,0.022727,0.090909
0.0,uncertainty_guided_probe,transparent_container_lift,5,0.886364,0.049775,0.000000,0.113636
0.0,uncertainty_guided_probe,transparent_container_lift,6,0.931818,0.048809,0.022727,0.068182
0.0,uncertainty_guided_probe,leaf_occluded_fruit_grasp,0,0.590909,0.037599,0.068182,0.409091
0.0,uncertainty_guided_probe,leaf_occluded_fruit_grasp,1,0.772727,0.043070,0.022727,0.227273
0.0,uncertainty_guided_probe,leaf_occluded_fruit_grasp,2,0.727273,0.045109,0.068182,0.272727
0.0,uncertainty_guided_probe,leaf_occluded_fruit_grasp,3,0.840909,0.042653,0.000000,0.159091
0.0,uncertainty_guided_probe,leaf_occluded_fruit_grasp,4,0.704545,0.043841,0.022727,0.295455
0.0,uncertainty_guided_probe,leaf_occluded_fruit_grasp,5,0.795455,0.042118,0.022727,0.204545
0.0,uncertainty_guided_probe,leaf_occluded_fruit_grasp,6,0.818182,0.040025,0.045455,0.181818
0.0,proposed_action_critical_interactive_depth,occluded_bin_grasping,0,1.000000,0.035597,0.000000,0.022727
0.0,proposed_action_critical_interactive_depth,occluded_bin_grasping,1,0.931818,0.038594,0.000000,0.068182
0.0,proposed_action_critical_interactive_depth,occluded_bin_grasping,2,0.931818,0.038290,0.000000,0.068182
0.0,proposed_action_critical_interactive_depth,occluded_bin_grasping,3,0.931818,0.036101,0.000000,0.068182
0.0,proposed_action_critical_interactive_depth,occluded_bin_grasping,4,0.977273,0.034123,0.000000,0.045455
0.0,proposed_action_critical_interactive_depth,occluded_bin_grasping,5,0.909091,0.035196,0.000000,0.113636
0.0,proposed_action_critical_interactive_depth,occluded_bin_grasping,6,0.977273,0.037336,0.000000,0.022727
0.0,proposed_action_critical_interactive_depth,shelf_insertion_clearance,0,0.863636,0.030767,0.068182,0.136364
0.0,proposed_action_critical_interactive_depth,shelf_insertion_clearance,1,0.954545,0.029996,0.000000,0.045455
0.0,proposed_action_critical_interactive_depth,shelf_insertion_clearance,2,0.931818,0.030272,0.000000,0.068182
0.0,proposed_action_critical_interactive_depth,shelf_insertion_clearance,3,0.909091,0.031029,0.000000,0.090909
0.0,proposed_action_critical_interactive_depth,shelf_insertion_clearance,4,0.931818,0.029277,0.022727,0.090909
0.0,proposed_action_critical_interactive_depth,shelf_insertion_clearance,5,0.954545,0.031022,0.000000,0.045455
0.0,proposed_action_critical_interactive_depth,shelf_insertion_clearance,6,1.000000,0.030248,0.000000,0.000000
0.0,proposed_action_critical_interactive_depth,transparent_container_lift,0,0.886364,0.045862,0.022727,0.113636
0.0,proposed_action_critical_interactive_depth,transparent_container_lift,1,0.954545,0.048916,0.045455,0.045455
0.0,proposed_action_critical_interactive_depth,transparent_container_lift,2,0.886364,0.046131,0.000000,0.113636
0.0,proposed_action_critical_interactive_depth,transparent_container_lift,3,0.954545,0.046750,0.000000,0.045455
0.0,proposed_action_critical_interactive_depth,transparent_container_lift,4,0.886364,0.046925,0.000000,0.113636
0.0,proposed_action_critical_interactive_depth,transparent_container_lift,5,0.977273,0.048965,0.000000,0.022727
0.0,proposed_action_critical_interactive_depth,transparent_container_lift,6,0.954545,0.049047,0.000000,0.045455
0.0,proposed_action_critical_interactive_depth,leaf_occluded_fruit_grasp,0,0.886364,0.039533,0.022727,0.113636
0.0,proposed_action_critical_interactive_depth,leaf_occluded_fruit_grasp,1,0.909091,0.039393,0.000000,0.090909
0.0,proposed_action_critical_interactive_depth,leaf_occluded_fruit_grasp,2,0.863636,0.038492,0.022727,0.136364
0.0,proposed_action_critical_interactive_depth,leaf_occluded_fruit_grasp,3,0.886364,0.038699,0.045455,0.113636
0.0,proposed_action_critical_interactive_depth,leaf_occluded_fruit_grasp,4,0.772727,0.037657,0.068182,0.227273
0.0,proposed_action_critical_interactive_depth,leaf_occluded_fruit_grasp,5,0.795455,0.041719,0.022727,0.204545
0.0,proposed_action_critical_interactive_depth,leaf_occluded_fruit_grasp,6,0.795455,0.041408,0.022727,0.204545
0.0,oracle_depth_completion,occluded_bin_grasping,0,1.000000,0.005116,0.000000,0.000000
0.0,oracle_depth_completion,occluded_bin_grasping,1,1.000000,0.004887,0.000000,0.000000
0.0,oracle_depth_completion,occluded_bin_grasping,2,1.000000,0.005392,0.000000,0.000000
0.0,oracle_depth_completion,occluded_bin_grasping,3,1.000000,0.005093,0.000000,0.000000
0.0,oracle_depth_completion,occluded_bin_grasping,4,1.000000,0.004892,0.000000,0.000000
0.0,oracle_depth_completion,occluded_bin_grasping,5,1.000000,0.005078,0.000000,0.000000
0.0,oracle_depth_completion,occluded_bin_grasping,6,1.000000,0.005109,0.000000,0.000000
0.0,oracle_depth_completion,shelf_insertion_clearance,0,1.000000,0.004948,0.000000,0.000000
0.0,oracle_depth_completion,shelf_insertion_clearance,1,1.000000,0.004997,0.000000,0.000000
0.0,oracle_depth_completion,shelf_insertion_clearance,2,1.000000,0.004738,0.000000,0.000000
0.0,oracle_depth_completion,shelf_insertion_clearance,3,1.000000,0.004939,0.000000,0.000000
0.0,oracle_depth_completion,shelf_insertion_clearance,4,1.000000,0.005179,0.000000,0.000000
0.0,oracle_depth_completion,shelf_insertion_clearance,5,1.000000,0.005139,0.000000,0.000000
0.0,oracle_depth_completion,shelf_insertion_clearance,6,1.000000,0.004596,0.000000,0.000000
0.0,oracle_depth_completion,transparent_container_lift,0,1.000000,0.005073,0.000000,0.000000
0.0,oracle_depth_completion,transparent_container_lift,1,1.000000,0.005706,0.000000,0.000000
0.0,oracle_depth_completion,transparent_container_lift,2,1.000000,0.005283,0.000000,0.000000
0.0,oracle_depth_completion,transparent_container_lift,3,1.000000,0.005274,0.000000,0.000000
0.0,oracle_depth_completion,transparent_container_lift,4,1.000000,0.005367,0.000000,0.000000
0.0,oracle_depth_completion,transparent_container_lift,5,1.000000,0.005906,0.000000,0.000000
0.0,oracle_depth_completion,transparent_container_lift,6,1.000000,0.005418,0.000000,0.000000
0.0,oracle_depth_completion,leaf_occluded_fruit_grasp,0,1.000000,0.005053,0.000000,0.000000
0.0,oracle_depth_completion,leaf_occluded_fruit_grasp,1,1.000000,0.005242,0.000000,0.000000
0.0,oracle_depth_completion,leaf_occluded_fruit_grasp,2,1.000000,0.005757,0.000000,0.000000
0.0,oracle_depth_completion,leaf_occluded_fruit_grasp,3,1.000000,0.005382,0.000000,0.000000
0.0,oracle_depth_completion,leaf_occluded_fruit_grasp,4,1.000000,0.005456,0.000000,0.000000
0.0,oracle_depth_completion,leaf_occluded_fruit_grasp,5,1.000000,0.005409,0.000000,0.000000
0.0,oracle_depth_completion,leaf_occluded_fruit_grasp,6,1.000000,0.005334,0.000000,0.000000
0.2,learned_depth_completion,occluded_bin_grasping,0,0.977273,0.052405,0.000000,0.000000
0.2,learned_depth_completion,occluded_bin_grasping,1,1.000000,0.050804,0.000000,0.000000
0.2,learned_depth_completion,occluded_bin_grasping,2,1.000000,0.052630,0.000000,0.000000
0.2,learned_depth_completion,occluded_bin_grasping,3,0.977273,0.050821,0.022727,0.000000
0.2,learned_depth_completion,occluded_bin_grasping,4,1.000000,0.055003,0.000000,0.000000
0.2,learned_depth_completion,occluded_bin_grasping,5,1.000000,0.053115,0.000000,0.000000
0.2,learned_depth_completion,occluded_bin_grasping,6,0.954545,0.057546,0.000000,0.000000
0.2,learned_depth_completion,shelf_insertion_clearance,0,1.000000,0.046996,0.000000,0.000000
0.2,learned_depth_completion,shelf_insertion_clearance,1,0.977273,0.047383,0.022727,0.000000
0.2,learned_depth_completion,shelf_insertion_clearance,2,0.977273,0.046598,0.000000,0.000000
0.2,learned_depth_completion,shelf_insertion_clearance,3,0.977273,0.043858,0.000000,0.000000
0.2,learned_depth_completion,shelf_insertion_clearance,4,0.954545,0.046618,0.000000,0.000000
0.2,learned_depth_completion,shelf_insertion_clearance,5,0.977273,0.042796,0.000000,0.000000
0.2,learned_depth_completion,shelf_insertion_clearance,6,0.977273,0.045315,0.000000,0.000000
0.2,learned_depth_completion,transparent_container_lift,0,0.863636,0.064203,0.022727,0.000000
0.2,learned_depth_completion,transparent_container_lift,1,0.886364,0.070426,0.022727,0.000000
0.2,learned_depth_completion,transparent_container_lift,2,0.840909,0.064681,0.022727,0.000000
0.2,learned_depth_completion,transparent_container_lift,3,0.909091,0.065102,0.000000,0.000000
0.2,learned_depth_completion,transparent_container_lift,4,0.909091,0.064141,0.045455,0.000000
0.2,learned_depth_completion,transparent_container_lift,5,0.772727,0.065883,0.090909,0.000000
0.2,learned_depth_completion,transparent_container_lift,6,0.931818,0.065924,0.045455,0.000000
0.2,learned_depth_completion,leaf_occluded_fruit_grasp,0,0.818182,0.058767,0.045455,0.000000
0.2,learned_depth_completion,leaf_occluded_fruit_grasp,1,0.863636,0.059824,0.045455,0.000000
0.2,learned_depth_completion,leaf_occluded_fruit_grasp,2,0.795455,0.060593,0.068182,0.000000
0.2,learned_depth_completion,leaf_occluded_fruit_grasp,3,0.750000,0.059169,0.068182,0.000000
0.2,learned_depth_completion,leaf_occluded_fruit_grasp,4,0.772727,0.061571,0.045455,0.000000
0.2,learned_depth_completion,leaf_occluded_fruit_grasp,5,0.727273,0.058901,0.000000,0.000000
0.2,learned_depth_completion,leaf_occluded_fruit_grasp,6,0.750000,0.063746,0.068182,0.000000
0.2,ensemble_depth_completion,occluded_bin_grasping,0,1.000000,0.046316,0.000000,0.000000
0.2,ensemble_depth_completion,occluded_bin_grasping,1,1.000000,0.044902,0.000000,0.000000
0.2,ensemble_depth_completion,occluded_bin_grasping,2,1.000000,0.046600,0.000000,0.000000
0.2,ensemble_depth_completion,occluded_bin_grasping,3,1.000000,0.047286,0.000000,0.000000
0.2,ensemble_depth_completion,occluded_bin_grasping,4,1.000000,0.046036,0.000000,0.000000
0.2,ensemble_depth_completion,occluded_bin_grasping,5,1.000000,0.045270,0.000000,0.000000
0.2,ensemble_depth_completion,occluded_bin_grasping,6,1.000000,0.046762,0.000000,0.000000
0.2,ensemble_depth_completion,shelf_insertion_clearance,0,1.000000,0.037873,0.000000,0.000000
0.2,ensemble_depth_completion,shelf_insertion_clearance,1,1.000000,0.040533,0.000000,0.000000
0.2,ensemble_depth_completion,shelf_insertion_clearance,2,0.977273,0.041803,0.000000,0.000000
0.2,ensemble_depth_completion,shelf_insertion_clearance,3,1.000000,0.038984,0.000000,0.000000
0.2,ensemble_depth_completion,shelf_insertion_clearance,4,1.000000,0.040270,0.000000,0.000000
0.2,ensemble_depth_completion,shelf_insertion_clearance,5,1.000000,0.042163,0.000000,0.000000
0.2,ensemble_depth_completion,shelf_insertion_clearance,6,1.000000,0.036266,0.000000,0.000000
0.2,ensemble_depth_completion,transparent_container_lift,0,0.954545,0.057240,0.000000,0.000000
0.2,ensemble_depth_completion,transparent_container_lift,1,0.977273,0.059320,0.000000,0.000000
0.2,ensemble_depth_completion,transparent_container_lift,2,1.000000,0.054714,0.000000,0.000000
0.2,ensemble_depth_completion,transparent_container_lift,3,0.954545,0.060445,0.000000,0.000000
0.2,ensemble_depth_completion,transparent_container_lift,4,0.977273,0.049093,0.022727,0.000000
0.2,ensemble_depth_completion,transparent_container_lift,5,0.954545,0.055186,0.000000,0.000000
0.2,ensemble_depth_completion,transparent_container_lift,6,0.954545,0.055259,0.022727,0.000000
0.2,ensemble_depth_completion,leaf_occluded_fruit_grasp,0,0.931818,0.055837,0.000000,0.000000
0.2,ensemble_depth_completion,leaf_occluded_fruit_grasp,1,0.977273,0.050918,0.000000,0.000000
0.2,ensemble_depth_completion,leaf_occluded_fruit_grasp,2,0.954545,0.050224,0.022727,0.000000
0.2,ensemble_depth_completion,leaf_occluded_fruit_grasp,3,0.931818,0.051004,0.022727,0.000000
0.2,ensemble_depth_completion,leaf_occluded_fruit_grasp,4,0.954545,0.047498,0.022727,0.000000
0.2,ensemble_depth_completion,leaf_occluded_fruit_grasp,5,0.931818,0.052182,0.022727,0.000000
0.2,ensemble_depth_completion,leaf_occluded_fruit_grasp,6,0.954545,0.050307,0.000000,0.000000
0.2,active_view_selection,occluded_bin_grasping,0,1.000000,0.031762,0.000000,0.000000
0.2,active_view_selection,occluded_bin_grasping,1,1.000000,0.037380,0.000000,0.000000
0.2,active_view_selection,occluded_bin_grasping,2,1.000000,0.039215,0.000000,0.000000
0.2,active_view_selection,occluded_bin_grasping,3,1.000000,0.036447,0.000000,0.000000
0.2,active_view_selection,occluded_bin_grasping,4,1.000000,0.038684,0.000000,0.000000
0.2,active_view_selection,occluded_bin_grasping,5,1.000000,0.034130,0.000000,0.000000
0.2,active_view_selection,occluded_bin_grasping,6,1.000000,0.035998,0.000000,0.000000
0.2,active_view_selection,shelf_insertion_clearance,0,1.000000,0.036148,0.000000,0.000000
0.2,active_view_selection,shelf_insertion_clearance,1,1.000000,0.033814,0.000000,0.000000
0.2,active_view_selection,shelf_insertion_clearance,2,1.000000,0.032905,0.000000,0.000000
0.2,active_view_selection,shelf_insertion_clearance,3,1.000000,0.032109,0.000000,0.000000
0.2,active_view_selection,shelf_insertion_clearance,4,1.000000,0.038202,0.000000,0.000000
0.2,active_view_selection,shelf_insertion_clearance,5,1.000000,0.034258,0.000000,0.000000
0.2,active_view_selection,shelf_insertion_clearance,6,1.000000,0.033756,0.000000,0.000000
0.2,active_view_selection,transparent_container_lift,0,0.977273,0.052227,0.000000,0.000000
0.2,active_view_selection,transparent_container_lift,1,0.977273,0.055487,0.000000,0.000000
0.2,active_view_selection,transparent_container_lift,2,1.000000,0.056434,0.000000,0.000000
0.2,active_view_selection,transparent_container_lift,3,0.954545,0.062723,0.000000,0.000000
0.2,active_view_selection,transparent_container_lift,4,1.000000,0.054217,0.000000,0.000000
0.2,active_view_selection,transparent_container_lift,5,1.000000,0.052946,0.000000,0.000000
0.2,active_view_selection,transparent_container_lift,6,0.977273,0.057042,0.000000,0.000000
0.2,active_view_selection,leaf_occluded_fruit_grasp,0,1.000000,0.034464,0.000000,0.000000
0.2,active_view_selection,leaf_occluded_fruit_grasp,1,0.977273,0.036353,0.022727,0.000000
0.2,active_view_selection,leaf_occluded_fruit_grasp,2,1.000000,0.034796,0.000000,0.000000
0.2,active_view_selection,leaf_occluded_fruit_grasp,3,1.000000,0.038096,0.000000,0.000000
0.2,active_view_selection,leaf_occluded_fruit_grasp,4,1.000000,0.034820,0.000000,0.000000
0.2,active_view_selection,leaf_occluded_fruit_grasp,5,1.000000,0.035230,0.000000,0.000000
0.2,active_view_selection,leaf_occluded_fruit_grasp,6,1.000000,0.034361,0.000000,0.000000
0.2,visuotactile_probe,occluded_bin_grasping,0,0.931818,0.043408,0.045455,0.068182
0.2,visuotactile_probe,occluded_bin_grasping,1,0.931818,0.044473,0.000000,0.068182
0.2,visuotactile_probe,occluded_bin_grasping,2,0.954545,0.043919,0.022727,0.045455
0.2,visuotactile_probe,occluded_bin_grasping,3,0.909091,0.041671,0.000000,0.090909
0.2,visuotactile_probe,occluded_bin_grasping,4,0.909091,0.041266,0.022727,0.090909
0.2,visuotactile_probe,occluded_bin_grasping,5,0.909091,0.044982,0.000000,0.090909
0.2,visuotactile_probe,occluded_bin_grasping,6,0.954545,0.046894,0.000000,0.045455
0.2,visuotactile_probe,shelf_insertion_clearance,0,1.000000,0.039034,0.000000,0.000000
0.2,visuotactile_probe,shelf_insertion_clearance,1,0.931818,0.035826,0.022727,0.068182
