seed,split,budget,task,episode,method,risk_score,accepted,accepted_success,accepted_collision_rate,accepted_probe_damage,accepted_regret,accepted_utility
0,low_signal_depth_stress,0.0,occluded_bin_grasping,0,risk_aware_action_critical_depth_probe_v5,0.37263193754519147,0.0,0.0,0.0,0.0,0.0,-0.0
0,low_signal_depth_stress,0.0,occluded_bin_grasping,0,active_view_selection,0.3023133759782768,0.0,0.0,0.0,0.0,0.0,0.0
0,low_signal_depth_stress,0.0,occluded_bin_grasping,0,next_best_view_planner,0.30810523558342445,0.0,0.0,0.0,0.0,0.0,0.0
0,low_signal_depth_stress,0.0,occluded_bin_grasping,0,visuotactile_probe,0.4153000510035323,0.0,0.0,0.0,0.0,0.0,-0.0
0,low_signal_depth_stress,0.0,occluded_bin_grasping,0,uncertainty_guided_probe,0.5257056880085614,0.0,0.0,0.0,0.0,0.0,-0.0
0,low_signal_depth_stress,0.0,occluded_bin_grasping,0,robust_clearance_mpc,0.2594058630389809,0.0,0.0,0.0,0.0,0.0,0.0
0,low_signal_depth_stress,0.0,occluded_bin_grasping,1,risk_aware_action_critical_depth_probe_v5,0.408932255771264,0.0,0.0,0.0,0.0,0.0,0.0
0,low_signal_depth_stress,0.0,occluded_bin_grasping,1,active_view_selection,0.32158929141547266,0.0,0.0,0.0,0.0,0.0,0.0
0,low_signal_depth_stress,0.0,occluded_bin_grasping,1,next_best_view_planner,0.3146456194589292,0.0,0.0,0.0,0.0,0.0,0.0
0,low_signal_depth_stress,0.0,occluded_bin_grasping,1,visuotactile_probe,0.47500634092087063,0.0,0.0,0.0,0.0,0.0,0.0
0,low_signal_depth_stress,0.0,occluded_bin_grasping,1,uncertainty_guided_probe,0.49196039526281954,0.0,0.0,0.0,0.0,0.0,-0.0
0,low_signal_depth_stress,0.0,occluded_bin_grasping,1,robust_clearance_mpc,0.27577090738752896,0.0,0.0,0.0,0.0,0.0,0.0
0,low_signal_depth_stress,0.0,occluded_bin_grasping,2,risk_aware_action_critical_depth_probe_v5,0.41145235583852174,0.0,0.0,0.0,0.0,0.0,0.0
0,low_signal_depth_stress,0.0,occluded_bin_grasping,2,active_view_selection,0.2958095481572856,0.0,0.0,0.0,0.0,0.0,0.0
0,low_signal_depth_stress,0.0,occluded_bin_grasping,2,next_best_view_planner,0.30123953611050136,0.0,0.0,0.0,0.0,0.0,0.0
0,low_signal_depth_stress,0.0,occluded_bin_grasping,2,visuotactile_probe,0.44799641034443455,0.0,0.0,0.0,0.0,0.0,-0.0
0,low_signal_depth_stress,0.0,occluded_bin_grasping,2,uncertainty_guided_probe,0.4057659649602828,0.0,0.0,0.0,0.0,0.0,-0.0
0,low_signal_depth_stress,0.0,occluded_bin_grasping,2,robust_clearance_mpc,0.2765043080656394,0.0,0.0,0.0,0.0,0.0,0.0
0,low_signal_depth_stress,0.0,occluded_bin_grasping,3,risk_aware_action_critical_depth_probe_v5,0.3990246987996183,0.0,0.0,0.0,0.0,0.0,-0.0
0,low_signal_depth_stress,0.0,occluded_bin_grasping,3,active_view_selection,0.3043175176955457,0.0,0.0,0.0,0.0,0.0,0.0
0,low_signal_depth_stress,0.0,occluded_bin_grasping,3,next_best_view_planner,0.32383063496143566,0.0,0.0,0.0,0.0,0.0,0.0
0,low_signal_depth_stress,0.0,occluded_bin_grasping,3,visuotactile_probe,0.4608903679008844,0.0,0.0,0.0,0.0,0.0,-0.0
0,low_signal_depth_stress,0.0,occluded_bin_grasping,3,uncertainty_guided_probe,0.523741269884149,0.0,0.0,0.0,0.0,0.0,-0.0
