method,metric,mean,ci95,n
action_only_probe,action_critical_rmse,0.057958579968022186,0.0005043226135743352,10
action_only_probe,calibration_error,0.2140050080963812,0.0003878211400037713,10
action_only_probe,collision_boundary_f1,0.7775617131610073,0.0010356255302611337,10
action_only_probe,collision_rate,0.20859375,0.007186228416772227,10
action_only_probe,manipulation_failure_rate,0.012630208333333332,0.0024076306014102792,10
action_only_probe,mechanism_utility,0.5965934722813806,0.001542877218983743,10
action_only_probe,occluded_region_rmse,0.07046919198653852,0.0005551817940719517,10
action_only_probe,planning_regret,0.44294320321086034,0.005056470185790941,10
action_only_probe,probe_cost,0.03468556647367152,0.0010282699067461808,10
action_only_probe,probe_damage,0.06705729166666667,0.007220887672171105,10
action_only_probe,probe_informativeness,0.15123136659177253,0.004173476569484833,10
action_only_probe,robust_utility,0.005988969582604793,0.01900391116940699,10
action_only_probe,task_success,0.6014322916666667,0.008620603561965331,10
action_only_probe,useful_probe_precision,0.17457377246161646,0.004811892301853649,10
full_risk_aware_action_critical_depth_probe_v5,action_critical_rmse,0.056131224571038994,0.0006309794895651973,10
full_risk_aware_action_critical_depth_probe_v5,calibration_error,0.12048254721785434,0.00031040853821026756,10
full_risk_aware_action_critical_depth_probe_v5,collision_boundary_f1,0.7814470884539931,0.0013339443706159163,10
full_risk_aware_action_critical_depth_probe_v5,collision_rate,0.2075520833333333,0.006944501735874785,10
full_risk_aware_action_critical_depth_probe_v5,manipulation_failure_rate,0.014583333333333334,0.0025178256276405845,10
full_risk_aware_action_critical_depth_probe_v5,mechanism_utility,0.6271475451348066,0.0028639534902396057,10
full_risk_aware_action_critical_depth_probe_v5,occluded_region_rmse,0.06861266808915838,0.0007051033622149806,10
full_risk_aware_action_critical_depth_probe_v5,planning_regret,0.4375279542226863,0.005395653749056736,10
full_risk_aware_action_critical_depth_probe_v5,probe_cost,0.035027868997041176,0.0012252213791823121,10
full_risk_aware_action_critical_depth_probe_v5,probe_damage,0.07148437500000002,0.005305087705248433,10
full_risk_aware_action_critical_depth_probe_v5,probe_informativeness,0.1893473455494858,0.006211234729446014,10
full_risk_aware_action_critical_depth_probe_v5,robust_utility,0.0129559323297255,0.01931226520565851,10
full_risk_aware_action_critical_depth_probe_v5,task_success,0.608984375,0.008800062946132987,10
full_risk_aware_action_critical_depth_probe_v5,useful_probe_precision,0.23979966671853498,0.007874756928398542,10
minus_action_criticality,action_critical_rmse,0.05984324252135122,0.0005719479469211107,10
minus_action_criticality,calibration_error,0.12322788368613886,0.0004423354831965513,10
minus_action_criticality,collision_boundary_f1,0.7733119752188589,0.0011726614312942054,10
minus_action_criticality,collision_rate,0.20651041666666664,0.010606082241665642,10
minus_action_criticality,manipulation_failure_rate,0.014192708333333331,0.00330459481034096,10
minus_action_criticality,mechanism_utility,0.5760402973718973,0.001117025690849771,10
minus_action_criticality,occluded_region_rmse,0.0726378600184856,0.0006693247693830845,10
minus_action_criticality,planning_regret,0.4433419704301734,0.006953814139506255,10
minus_action_criticality,probe_cost,0.03532533851820353,0.0013716998369926328,10
minus_action_criticality,probe_damage,0.066796875,0.005500645797611343,10
minus_action_criticality,probe_informativeness,0.10167123625048484,0.0036677448046035376,10
minus_action_criticality,robust_utility,0.00985799552970855,0.025919519244814865,10
minus_action_criticality,task_success,0.60390625,0.00965303943989874,10
minus_action_criticality,useful_probe_precision,0.08480060772808683,0.002887828897919799,10
minus_clearance_calibration,action_critical_rmse,0.06172572515274394,0.0006401336547872148,10
minus_clearance_calibration,calibration_error,0.2040774162273314,0.0004694665083243014,10
minus_clearance_calibration,collision_boundary_f1,0.7229292778637625,0.001523687801820609,10
minus_clearance_calibration,collision_rate,0.2572916666666667,0.0084660126378696,10
minus_clearance_calibration,manipulation_failure_rate,0.01861979166666667,0.0033610505798325765,10
minus_clearance_calibration,mechanism_utility,0.6027568977360616,0.00303914842495308,10
minus_clearance_calibration,occluded_region_rmse,0.06850543417140323,0.0007410218300018738,10
minus_clearance_calibration,planning_regret,0.4991298368715433,0.006686482771582503,10
minus_clearance_calibration,probe_cost,0.03527677272395809,0.0013598854258418554,10
minus_clearance_calibration,probe_damage,0.06276041666666667,0.0054177950213641825,10
minus_clearance_calibration,probe_informativeness,0.19050455211541156,0.006815444661047668,10
minus_clearance_calibration,robust_utility,-0.17058442249546094,0.02434859263701657,10
minus_clearance_calibration,task_success,0.51484375,0.010855607776479367,10
minus_clearance_calibration,useful_probe_precision,0.24168665490462696,0.008858684123903416,10
minus_damage_model,action_critical_rmse,0.0558742110560405,0.0005984316936918662,10
minus_damage_model,calibration_error,0.12354818302265416,0.00047942779953539296,10
minus_damage_model,collision_boundary_f1,0.776175635227761,0.0013000426284614812,10
minus_damage_model,collision_rate,0.21901041666666665,0.006386443712340621,10
